date,sh600026_daily,sh600115_daily,sh601186_daily,sh601766_daily,sh601919_daily,sh688009_daily,sh688015_daily,sh688033_daily,sh688510_daily,sh688569_daily,sz000008_daily,sz000088_daily,sz000089_daily,sz000099_daily,sz000429_daily,sz000507_daily,sz000520_daily,sz300011_daily
2024-02-26,24.25,5.29,11.57,8.59,21.48,5.47,15.75,12.05,14.54,26.23,58.09,39.21,47.31,38.62,43.55,27.64,16.37,50.91
2024-02-27,24.3,5.33,11.63,8.6,21.63,5.51,15.93,12.4,14.9,26.37,58.63,39.62,47.89,38.51,43.68,28.31,16.8,52.59
2024-02-28,23.66,5.24,11.77,8.48,21.36,5.42,14.6,11.75,13.79,25.3,56.74,39.05,47.38,37.33,44.65,27.47,15.72,47.29
2024-02-29,24.5,5.29,11.84,8.73,21.54,5.58,15.21,12.32,14.2,25.93,57.82,39.46,47.97,39.41,44.14,28.2,16.22,49.31
2024-03-01,24.04,5.2,11.72,8.96,21.38,5.82,15.83,12.36,14.63,26.06,58.09,39.21,47.67,38.78,44.14,27.58,16.15,50.82
2024-03-04,25.17,5.15,11.48,9.09,21.42,5.79,15.84,12.38,14.54,26.9,57.82,38.8,47.53,39.76,44.28,27.24,16.01,51.66
2024-03-05,25.08,5.1,11.63,9.3,21.5,5.9,15.3,11.97,14.43,26.01,57.28,38.56,47.16,41.25,44.97,26.74,15.58,49.64
2024-03-06,25.33,5.09,11.48,9.27,21.4,6.03,15.33,12.22,14.55,25.65,57.28,38.39,47.09,41.65,45.38,26.74,15.93,50.82
2024-03-07,25.85,5.05,11.44,9.38,21.4,6.24,17.03,11.75,14.19,27.84,62.93,38.47,47.01,39.84,46.21,26.68,15.93,54.78
2024-03-08,25.96,5.02,11.55,9.41,21.87,6.41,16.53,11.99,14.54,29.67,69.12,38.72,46.94,41.22,46.53,26.79,16.08,53.26
2024-03-11,26.15,5.1,11.63,9.3,21.91,6.38,16.91,12.39,15.83,29.34,76.11,38.8,47.16,42.04,44.97,27.08,16.58,53.85
2024-03-12,25.19,5.19,11.46,8.92,21.46,6.06,17.01,13.07,16.89,28.9,77.99,38.64,47.67,46.24,44.28,27.24,16.65,54.95
2024-03-13,25.1,5.09,11.22,8.86,21.26,5.93,16.68,13.0,16.97,28.87,72.07,38.56,47.16,50.87,44.05,27.02,16.58,54.86
2024-03-14,25.53,5.1,11.39,8.89,21.56,5.98,16.37,12.51,16.61,29.11,77.99,38.96,47.6,46.83,44.23,29.72,16.65,53.43
2024-03-15,25.39,5.16,11.33,8.9,21.4,6.05,16.61,10.64,16.87,28.73,73.96,39.13,48.04,48.32,44.33,28.99,16.8,54.02
2024-03-18,26.52,5.26,11.61,8.88,21.54,6.24,17.22,11.37,18.26,29.31,74.76,39.46,48.7,52.6,44.6,28.88,17.08,56.12
2024-03-19,26.9,5.2,11.47,8.81,21.05,6.18,17.15,11.03,18.06,28.66,73.42,38.96,48.33,51.46,44.05,28.48,17.01,56.21
2024-03-20,28.34,5.27,11.57,8.81,21.17,6.12,17.53,11.0,18.0,28.85,72.88,39.05,48.26,52.52,44.28,28.43,17.3,58.48
2024-03-21,28.78,5.26,11.61,8.83,21.19,6.02,17.98,11.43,18.17,28.4,70.19,38.8,48.19,52.4,44.05,28.26,17.3,57.64
2024-03-22,28.8,5.15,11.52,8.85,21.01,6.01,18.49,10.96,17.85,27.5,70.46,38.47,47.82,49.18,44.28,27.86,16.87,56.71
2024-03-25,29.07,5.1,11.55,8.85,20.97,5.96,17.03,10.46,17.32,25.85,65.89,38.39,47.6,46.91,44.79,27.98,16.58,54.44
2024-03-26,29.01,5.09,11.73,8.96,20.93,6.09,16.84,10.52,17.32,25.74,65.62,38.64,47.45,46.36,45.34,28.2,16.58,54.86
2024-03-27,28.44,5.05,11.63,8.96,21.11,6.27,16.51,9.98,16.59,24.0,63.47,38.15,47.16,50.99,44.88,27.64,16.22,52.17
2024-03-28,28.36,5.06,11.59,9.05,21.3,6.28,17.92,10.5,17.48,24.05,64.81,38.39,49.29,56.09,45.06,27.86,16.44,53.77
2024-03-29,29.92,5.05,11.69,9.33,21.24,6.44,17.85,10.4,17.44,24.82,66.7,38.8,48.04,61.71,45.93,28.26,16.58,55.28
2024-04-01,29.74,5.15,11.87,9.4,21.32,6.45,17.87,10.65,17.61,25.47,66.7,39.21,50.1,67.87,45.66,28.43,16.8,56.12
2024-04-02,30.26,5.09,11.76,9.45,21.69,6.37,17.55,10.8,17.65,25.04,65.35,39.54,49.73,66.22,45.52,28.43,17.15,56.46
2024-04-08,30.36,4.9,11.62,9.4,21.83,6.26,17.45,10.38,16.79,23.67,63.47,39.7,50.1,58.76,46.02,28.14,17.59,50.65
2024-04-09,28.8,4.95,11.4,9.22,21.61,6.25,17.31,10.64,17.17,24.08,64.54,39.54,50.02,56.92,45.47,28.2,17.51,50.99
2024-04-10,28.64,4.95,11.26,9.12,21.65,6.25,17.01,10.31,17.28,23.77,66.43,39.13,50.02,62.61,46.12,27.92,17.23,49.98
2024-04-11,28.09,4.91,11.28,9.26,21.71,6.5,17.1,10.25,16.98,24.35,65.08,39.87,49.66,60.84,46.62,28.14,17.37,49.81
2024-04-12,28.73,4.79,11.07,9.27,21.81,6.62,17.55,9.99,16.96,24.54,64.01,39.78,49.14,59.19,46.76,28.09,18.3,49.48
2024-04-15,29.72,4.84,11.88,10.2,22.18,6.88,18.22,9.63,17.03,26.15,62.93,40.27,50.32,65.12,48.23,27.92,16.87,46.53
2024-04-16,28.12,4.73,11.77,10.48,22.0,6.77,16.41,8.9,16.2,25.2,57.82,39.87,49.95,65.67,47.58,26.62,18.59,41.9
2024-04-17,28.84,4.86,11.96,10.78,22.3,6.88,17.33,9.37,17.09,26.05,60.24,40.36,50.17,72.23,48.36,27.53,18.3,46.53
2024-04-18,28.46,4.92,11.87,10.63,22.26,6.8,20.79,9.51,18.41,26.21,59.43,40.44,50.61,79.45,48.36,27.36,20.17,45.86
2024-04-19,30.12,4.84,11.89,10.67,22.53,6.94,22.56,9.28,18.35,27.08,61.05,40.93,50.02,87.38,48.92,27.53,22.18,45.86
2024-04-22,29.35,4.97,11.82,10.16,22.65,6.69,19.28,9.16,18.72,25.93,59.43,40.36,50.24,80.55,48.59,27.24,19.95,46.03
2024-04-24,28.75,5.02,11.73,9.94,22.88,6.58,20.35,9.2,19.24,25.56,59.7,40.27,49.88,86.28,48.78,27.47,17.51,47.63
2024-04-25,28.57,5.08,11.67,9.94,23.25,6.5,19.76,8.29,19.11,25.8,59.17,40.44,52.59,85.96,49.19,27.64,18.3,47.63
2024-05-14,31.93,5.31,12.03,10.04,28.64,6.67,19.79,7.72,19.71,25.28,61.32,41.26,51.93,79.13,47.77,28.48,21.25,48.8
2024-05-15,31.77,5.29,11.87,9.83,29.3,6.57,20.72,7.63,19.61,24.82,60.24,40.77,51.93,80.08,47.77,28.09,21.68,48.38
2024-05-16,30.22,5.26,12.1,9.72,28.93,6.57,20.38,7.63,19.14,25.11,60.24,40.68,51.56,82.43,46.85,28.14,20.53,48.63
2024-05-17,30.26,5.47,12.27,9.72,28.85,6.89,24.46,7.89,19.72,25.0,60.78,41.01,52.37,83.73,47.26,28.31,19.95,48.8
2024-05-20,31.38,5.56,12.17,9.68,29.55,6.68,25.54,7.8,20.16,24.95,60.78,41.34,53.1,82.59,47.17,28.48,21.96,49.31
2024-05-21,31.64,5.53,12.11,9.68,29.26,6.73,26.18,7.62,19.91,24.62,59.97,41.34,52.74,85.59,47.4,28.26,21.68,47.88
2024-05-22,30.75,5.62,12.29,9.57,28.72,6.52,25.96,7.89,19.67,24.77,60.24,41.19,53.32,83.5,47.49,28.26,21.46,47.96
2024-05-23,30.58,5.49,12.04,9.37,28.99,6.36,24.15,7.63,19.57,24.17,59.17,40.51,52.3,83.5,47.26,28.2,21.82,46.62
2024-05-24,30.61,5.48,11.97,9.35,29.01,6.43,22.24,7.38,19.31,24.28,58.63,40.42,52.0,75.23,47.4,27.64,20.82,46.53
2024-05-27,31.75,5.53,12.06,9.63,30.86,6.51,21.8,7.23,19.4,24.65,58.63,41.27,52.3,74.48,47.77,27.92,22.9,46.7
2024-05-28,32.37,5.49,11.89,9.53,31.86,6.4,21.37,7.14,19.52,24.35,57.55,40.68,51.71,71.68,47.72,27.81,24.05,46.62
2024-06-13,30.15,5.47,11.44,9.6,30.82,6.83,20.07,6.86,19.33,23.73,54.06,38.81,49.0,69.2,46.85,25.79,19.88,42.74
2024-06-14,29.1,5.48,11.48,9.45,31.21,6.57,19.69,6.71,18.73,23.59,54.32,38.64,49.73,68.05,47.13,25.67,20.1,43.0
2024-06-17,28.2,5.51,11.47,9.26,30.82,6.4,19.24,6.68,19.22,23.37,54.59,38.72,48.55,67.34,47.54,25.45,18.95,42.66
2024-06-18,28.5,5.52,11.72,9.67,31.95,6.51,20.51,6.81,19.04,23.61,55.4,39.23,48.63,69.47,48.64,25.67,19.38,44.01
2024-06-19,28.27,5.51,11.77,9.7,31.97,6.51,21.33,6.65,19.05,23.05,54.32,38.89,48.19,71.09,48.32,25.45,18.59,44.09
2024-06-20,29.19,5.47,11.61,9.72,33.38,6.59,21.35,6.52,18.86,22.95,53.52,38.89,47.67,67.03,48.23,25.05,18.81,42.74
2024-06-24,28.18,5.47,11.5,9.7,32.55,6.56,19.13,6.09,17.8,20.96,51.64,37.87,46.79,64.51,47.31,24.43,17.08,39.97
2024-06-26,27.52,5.51,11.55,9.85,32.26,6.67,19.05,6.26,18.05,22.43,52.17,38.98,47.38,64.51,47.03,25.0,16.94,42.16
2024-06-27,27.06,5.52,11.54,9.82,31.28,6.62,18.47,6.11,17.59,21.54,51.64,37.96,47.09,61.99,47.45,24.77,16.44,41.65
2024-06-28,27.75,5.56,11.69,10.27,32.26,6.86,19.21,6.07,18.71,21.81,51.9,38.47,47.61,64.0,47.77,25.0,16.58,41.99
2024-07-02,28.11,5.56,11.8,10.49,33.42,6.89,18.86,5.96,18.18,22.19,52.98,39.06,48.5,63.36,48.78,25.56,18.66,43.0
2024-07-03,27.47,5.53,11.8,10.59,32.22,6.86,18.53,5.93,17.78,21.62,52.44,39.15,48.8,62.77,49.79,25.56,18.16,42.58
2024-07-04,27.79,5.33,11.69,10.52,32.34,6.78,17.74,5.7,17.46,21.11,51.37,38.72,47.61,60.88,50.61,25.17,17.8,41.15
2024-07-05,27.73,5.3,11.55,10.48,31.93,6.72,17.59,5.73,17.46,20.89,51.9,38.64,47.76,60.92,51.26,25.22,17.73,41.57
2024-07-08,26.93,5.33,11.22,10.53,29.99,6.93,17.22,5.49,16.99,19.94,51.1,37.87,47.16,59.7,50.93,24.77,17.01,39.97
2024-07-09,26.51,5.33,11.28,10.68,30.24,7.27,17.96,5.52,17.48,20.27,50.83,38.47,48.43,62.62,52.08,25.05,16.87,41.23
2024-07-10,25.88,5.17,11.16,10.48,29.93,7.15,17.96,5.42,17.81,19.77,48.68,37.79,48.06,62.3,51.07,24.83,16.65,40.39
2024-07-11,25.9,5.45,11.32,10.59,29.57,7.38,18.47,5.7,18.45,20.65,50.02,38.47,49.25,62.81,50.02,25.33,16.72,42.07
2024-07-12,25.23,5.41,11.33,10.42,28.2,7.08,18.36,5.63,18.48,20.41,49.75,38.72,49.47,62.5,50.57,25.45,16.87,42.07
2024-07-15,24.82,5.4,11.35,10.49,28.07,7.09,18.15,5.42,18.25,20.07,49.21,38.3,49.25,62.66,50.41,25.22,16.37,41.15
2024-07-16,25.35,5.48,11.44,10.49,28.05,7.04,18.3,5.39,17.89,20.17,49.21,38.04,49.03,63.48,50.12,25.28,16.51,41.4
2024-07-18,25.95,5.52,11.54,10.63,27.64,7.21,17.8,5.33,17.97,20.16,50.02,38.55,49.1,59.78,50.21,25.22,16.08,43.25
2024-07-19,25.99,5.59,11.63,10.89,27.47,7.16,18.44,5.37,18.17,21.62,55.13,38.55,49.4,58.79,49.68,25.17,15.93,48.3
2024-07-22,26.17,5.63,11.61,10.72,27.34,7.11,18.42,5.37,18.38,21.42,54.59,38.64,48.95,59.54,49.06,25.17,15.79,45.94
2024-07-23,27.25,5.53,11.52,10.67,27.28,6.99,18.25,5.24,18.05,21.22,58.63,38.38,48.28,57.69,48.77,24.94,16.08,46.78
2024-07-24,26.85,5.47,11.69,10.87,27.2,7.07,17.8,5.1,18.57,21.24,54.59,38.55,48.13,57.37,49.35,25.0,15.5,44.01
2024-08-08,26.24,5.53,11.65,10.38,25.86,6.8,18.93,5.65,15.69,21.04,56.21,38.72,48.88,68.41,50.99,25.62,16.15,44.76
2024-08-09,26.41,5.4,11.75,10.38,25.64,6.83,18.78,5.5,15.6,21.0,55.94,38.72,48.65,66.99,50.26,25.56,15.93,44.51
2024-08-12,26.95,5.29,11.62,10.34,25.76,6.66,18.29,5.32,15.45,20.74,54.86,38.47,48.28,65.65,50.84,25.62,15.79,43.67
2024-08-13,26.88,5.26,11.68,10.48,26.01,6.77,18.58,5.35,15.53,20.76,55.94,38.47,48.5,66.16,51.76,25.62,16.37,44.18
2024-08-14,26.01,5.22,11.73,10.42,25.55,6.68,18.59,5.25,15.27,20.34,55.4,38.21,48.28,64.82,52.73,25.5,15.86,44.6
2024-08-15,26.43,5.22,11.85,10.7,25.99,6.83,18.37,5.36,15.32,20.41,55.94,38.47,48.58,64.82,53.69,25.56,16.15,45.86
2024-08-16,27.08,5.23,11.85,10.7,26.39,6.82,18.01,5.21,15.32,20.31,55.94,38.04,47.61,62.46,53.45,25.33,16.01,45.27
2024-08-19,27.7,5.24,11.92,11.26,26.45,7.03,18.69,5.12,15.11,20.75,57.28,38.47,47.54,62.93,53.84,25.5,16.01,54.36
2024-08-20,27.15,5.17,11.82,11.12,25.84,6.97,17.82,4.93,14.81,20.27,55.13,37.87,46.72,60.49,53.74,25.05,15.58,49.22
2024-08-21,27.15,5.16,11.73,11.15,26.07,6.84,17.5,4.96,14.83,20.03,54.59,37.87,45.9,59.74,54.27,24.94,15.58,49.64
2024-08-22,27.3,5.15,11.79,11.3,26.18,6.9,17.32,4.89,14.98,19.73,53.79,37.7,45.45,59.42,55.24,24.83,15.72,47.54
2024-08-23,26.77,5.17,11.76,11.36,25.76,6.93,16.97,4.84,14.7,19.67,53.52,37.53,45.67,58.2,55.38,24.54,15.15,48.97
2024-08-26,26.59,5.23,11.81,10.78,26.01,6.47,17.32,4.95,14.78,19.59,53.52,37.45,45.82,62.93,54.37,24.66,15.22,49.56
2024-08-27,27.3,5.2,11.53,10.46,25.91,6.26,16.79,4.85,14.56,19.67,52.71,37.45,45.23,59.7,54.8,24.66,14.86,49.48
2024-08-28,26.75,5.16,11.34,10.28,25.78,6.2,16.79,4.85,14.82,20.03,52.98,37.11,44.93,57.41,54.95,24.54,15.0,49.81
2024-08-29,26.74,5.27,11.08,10.19,25.3,6.05,17.12,4.98,15.07,20.2,52.71,36.35,45.15,60.33,54.37,24.43,15.15,49.56
2024-08-30,26.61,5.26,11.18,10.03,26.07,6.12,17.43,5.07,15.28,20.49,53.79,36.52,45.75,60.92,53.3,24.71,15.29,51.16
2024-09-02,26.28,5.19,10.48,9.7,25.86,5.87,16.57,4.86,14.32,19.95,52.44,36.52,45.3,58.56,54.66,25.17,14.93,49.06
2024-10-15,24.91,5.08,13.13,11.42,31.32,7.5,18.99,5.99,16.15,24.06,59.7,40.93,50.37,72.31,52.53,27.48,22.61,72.78
2024-10-16,24.91,5.05,13.23,11.36,31.09,7.46,18.71,5.91,15.96,23.85,60.24,41.36,50.74,72.35,53.35,27.59,21.46,71.1
2024-10-17,23.51,4.94,12.79,11.21,30.29,7.31,18.66,5.84,16.05,23.6,59.43,40.42,49.99,73.22,52.92,27.2,22.47,68.83
2024-10-18,23.69,5.02,13.1,11.47,30.7,7.59,19.64,6.17,16.91,24.5,61.05,41.19,50.66,76.01,52.53,27.54,23.18,71.61
2024-11-06,23.82,5.47,13.53,12.16,32.38,7.91,22.93,7.03,18.22,24.79,74.76,42.54,53.87,118.34,53.4,28.49,45.15,69.67
2024-12-13,22.57,5.9,13.04,11.28,30.79,7.48,22.9,6.95,17.94,23.55,84.44,42.46,52.23,106.36,59.29,32.84,45.79,72.62
2024-12-16,22.33,5.73,13.1,11.23,31.67,7.51,22.6,6.89,17.56,23.4,85.52,42.71,52.23,104.86,61.8,31.71,43.28,71.94
2024-12-18,22.01,5.66,13.27,11.57,32.32,7.61,21.72,6.5,16.86,23.06,81.22,42.03,52.01,101.08,62.53,30.53,40.91,67.9
2024-12-19,21.51,5.66,13.24,11.43,31.93,7.58,21.8,6.46,16.84,22.98,80.41,41.78,51.86,100.09,63.44,30.53,41.49,68.32
2024-12-20,20.99,5.59,13.14,11.35,31.24,7.38,22.05,6.51,17.22,23.28,80.95,41.53,51.41,102.1,63.93,29.85,42.42,68.49
2025-02-17,22.33,5.19,12.09,10.6,31.95,6.7,21.28,6.02,17.42,21.34,75.03,39.83,50.44,110.42,64.41,28.55,35.1,64.2
2025-02-18,22.08,5.09,11.95,10.6,31.56,6.63,20.53,5.86,16.98,21.09,72.34,39.49,50.22,103.36,65.91,28.04,35.75,61.42
2025-02-19,22.12,5.08,11.98,10.6,31.35,6.72,21.06,6.02,17.59,21.64,79.6,39.57,50.22,105.45,67.02,28.04,35.53,63.44
2025-03-11,20.97,5.35,11.66,10.39,29.77,6.72,23.21,6.23,19.26,22.22,75.57,39.91,49.84,100.64,63.88,27.82,35.1,73.63
2025-03-12,20.88,5.26,11.72,10.29,30.42,6.71,22.44,6.17,18.71,22.19,76.38,40.0,50.22,100.68,63.83,27.93,36.03,74.13
2025-03-13,20.69,5.19,11.71,10.22,30.31,6.59,22.52,6.04,18.71,21.98,74.49,39.83,49.99,97.37,64.89,27.99,35.17,72.7
2025-03-14,20.97,5.26,11.89,10.56,30.68,6.7,22.85,6.21,18.69,22.29,75.3,40.17,50.37,99.85,64.17,28.33,35.75,72.62
2025-03-31,20.81,5.04,11.26,9.91,31.39,6.63,22.64,5.55,17.83,23.14,68.85,40.34,49.62,93.86,68.47,29.17,31.01,65.8
2025-04-01,20.81,5.13,11.44,9.8,31.35,6.57,22.47,5.65,18.4,23.68,69.12,40.85,50.37,93.0,68.95,29.34,31.22,66.56
2025-04-02,20.73,5.12,11.45,9.73,31.48,6.51,22.86,5.65,18.18,24.06,68.58,40.68,50.37,92.6,67.45,29.06,31.58,68.49
2025-04-03,20.38,5.23,11.52,9.7,30.55,6.56,22.28,5.62,17.77,25.15,75.57,41.1,50.96,91.46,66.39,29.51,32.52,69.5
2025-04-22,18.58,5.24,11.51,9.82,30.57,6.31,20.07,5.29,19.26,23.41,73.42,39.57,49.84,85.75,66.34,32.05,30.94,60.5
2025-04-23,18.65,5.19,11.45,9.82,30.79,6.29,20.47,5.33,18.83,23.3,73.42,39.49,50.14,91.26,65.96,30.92,31.08,62.27
2025-04-25,19.12,5.16,11.42,9.84,31.02,6.29,20.37,5.23,18.46,22.9,72.34,39.23,50.59,89.33,66.34,31.32,30.65,60.58
2025-04-28,19.6,5.13,11.29,9.87,31.15,6.26,19.9,5.14,18.09,22.63,71.54,39.15,50.81,86.54,66.82,31.43,30.22,59.66
2025-05-06,19.9,5.4,11.18,9.9,31.41,6.0,20.9,5.53,18.55,22.05,73.69,38.72,51.26,89.88,66.2,30.07,32.08,60.58
2025-05-07,19.8,5.26,11.28,10.04,31.93,6.1,21.17,5.6,19.96,22.3,74.23,38.98,50.96,92.17,66.97,30.13,32.01,61.17
2025-05-08,19.47,5.23,11.25,10.17,31.65,6.11,22.01,5.9,20.28,22.37,75.57,38.98,50.89,92.68,67.79,30.07,32.44,63.53
2025-05-09,19.32,5.17,11.17,10.12,32.17,6.04,21.28,5.8,19.56,22.11,73.96,38.81,51.04,90.87,69.43,29.74,32.37,61.85
2025-05-12,19.53,5.23,11.28,10.25,32.9,6.15,21.91,5.99,20.22,22.54,80.68,39.49,51.63,92.88,68.22,29.91,33.23,64.71
2025-05-13,19.62,5.29,11.44,10.28,33.81,6.15,21.72,5.94,19.53,22.4,77.72,40.17,51.86,91.5,68.32,31.82,36.54,63.02
2025-05-14,20.43,5.29,11.53,10.34,35.32,6.13,21.59,5.95,18.96,22.27,77.18,41.53,52.3,91.42,68.42,33.23,40.2,62.6
2025-05-15,19.9,5.23,11.48,10.32,34.65,6.07,21.39,5.95,18.49,22.17,75.84,42.54,52.97,89.29,68.22,32.39,39.48,61.09
2025-06-24,19.47,5.59,11.36,9.87,34.93,6.05,22.03,6.38,22.62,21.97,74.23,39.57,52.15,83.33,65.04,31.69,37.97,62.35
2025-06-25,19.28,5.65,11.42,9.94,34.7,6.07,22.17,6.35,23.18,22.04,75.3,39.65,52.45,85.03,65.81,31.58,36.18,62.52
2025-06-26,19.19,5.65,11.42,9.93,34.56,6.04,22.17,6.42,22.71,21.99,74.76,39.57,52.01,85.03,65.13,31.35,36.97,61.85
2025-06-27,19.1,5.69,11.39,9.9,34.65,6.04,22.42,6.38,23.68,21.98,74.76,39.57,52.46,85.15,64.27,31.35,36.68,61.85
2025-06-30,19.16,5.59,11.39,9.89,34.65,6.05,22.54,6.52,24.86,22.11,75.03,39.57,52.31,86.3,64.36,31.35,36.75,62.85
2025-07-01,19.12,5.53,11.35,9.86,35.11,6.05,22.46,6.48,24.11,22.11,74.76,39.65,52.23,85.58,65.04,31.58,37.18,62.52
2025-07-09,19.03,5.3,11.69,10.15,35.09,6.29,22.67,6.75,24.11,22.33,76.65,39.83,53.37,85.07,66.87,31.8,35.75,63.61
2025-07-10,19.06,5.31,11.78,10.14,35.07,6.31,22.61,6.74,24.04,22.43,76.91,40.18,53.45,85.27,67.4,32.03,35.67,63.78
2025-07-11,19.14,5.33,11.78,10.12,35.09,6.32,22.66,6.8,23.88,22.51,76.91,40.09,53.67,85.94,67.6,32.03,35.89,63.61
2025-07-14,19.12,5.3,11.86,10.56,35.32,6.39,22.91,6.79,23.66,22.7,77.18,40.09,53.75,86.02,65.2,32.2,36.54,64.71
2025-07-15,19.04,5.3,11.81,10.53,35.37,6.33,22.53,6.73,23.89,22.42,75.03,39.65,53.14,86.14,64.25,31.63,36.68,64.62
2025-07-16,19.01,5.3,11.73,10.49,35.46,6.27,22.7,6.93,23.72,22.48,74.76,39.74,53.52,86.89,64.35,31.52,36.25,64.87
2025-07-17,19.04,5.3,11.76,10.49,34.95,6.26,23.16,6.97,24.79,22.49,75.03,39.65,53.45,88.83,63.95,31.52,36.1,64.79
2025-07-18,19.04,5.3,11.85,10.59,35.23,6.29,23.27,7.15,24.94,22.72,75.03,39.83,53.45,88.44,64.05,31.46,36.18,64.29
2025-07-22,19.4,5.38,12.98,10.88,37.28,6.59,23.48,7.3,23.71,23.32,77.72,40.53,54.28,89.27,64.35,32.2,35.53,65.88
2025-07-23,19.4,5.42,12.42,10.78,37.12,6.56,23.46,7.11,23.23,23.38,77.45,40.18,54.05,88.12,64.6,32.03,34.88,64.96
2025-07-24,19.63,5.51,12.46,10.81,37.65,6.65,23.36,7.19,23.36,23.57,77.99,40.7,54.96,89.39,64.55,32.43,35.53,65.8
2025-07-25,19.65,5.45,12.17,10.64,37.85,6.59,23.38,7.17,23.5,23.39,76.65,40.35,54.36,88.44,64.15,32.15,35.1,66.14
