date,sh600022_daily,sh600111_daily,sh600114_daily,sh600117_daily,sh600126_daily,sh600143_daily,sh688052_daily,sh688065_daily,sh688077_daily,sh688082_daily,sh688093_daily,sh688099_daily,sh688102_daily,sh688110_daily,sh688116_daily,sh688119_daily,sh688120_daily,sh688122_daily,sh688123_daily,sh688126_daily,sh688130_daily,sh688135_daily,sh688141_daily,sh688143_daily,sh688147_daily,sh688148_daily,sh688153_daily,sh688186_daily,sh688200_daily,sh688233_daily,sh688256_daily,sh688299_daily,sh688368_daily,sh688399_daily,sh688508_daily,sh688521_daily,sh688536_daily,sh688550_daily,sh688595_daily,sh688598_daily,sh688608_daily,sh688689_daily,sh688699_daily,sh688711_daily,sh688733_daily,sh688779_daily,sh688786_daily,sh688798_daily,sh688981_daily,sz000017_daily,sz000408_daily,sz000426_daily,sz300046_daily,sz300077_daily,sz300127_daily
2024-08-23,7.57,328.48,104.91,5.62,20.34,142.08,133.68,49.39,20.11,88.91,21.84,53.33,13.0,17.4,28.23,3.18,280.14,49.51,62.7,15.06,25.06,21.85,14.75,23.24,20.78,3.79,30.04,8.97,179.74,14.73,253.02,11.59,75.18,85.2,31.91,26.95,111.01,53.32,33.94,33.18,155.92,18.62,41.64,27.39,12.34,4.47,28.77,61.49,47.13,17.24,157.87,201.67,67.84,47.76,35.98
2024-08-26,7.57,335.34,110.21,5.76,20.58,144.22,129.47,49.14,20.58,88.67,22.13,52.63,12.96,17.44,29.08,3.24,279.87,49.24,61.68,15.22,24.94,21.94,15.0,23.45,21.17,3.93,30.52,9.18,178.11,15.06,247.22,11.88,74.89,85.52,32.1,27.13,113.57,53.32,35.26,33.58,153.23,19.07,41.78,27.15,12.83,4.58,29.24,60.97,47.35,17.73,163.71,203.38,67.75,47.66,36.57
2024-08-27,7.39,327.47,99.41,5.76,19.98,150.64,126.89,48.87,20.11,88.21,21.65,52.18,12.81,17.06,28.55,3.19,278.82,49.11,60.87,14.86,24.54,21.27,14.73,22.89,20.89,3.8,29.34,8.99,184.34,14.75,244.1,11.6,73.32,85.68,31.58,26.65,114.45,52.21,33.66,33.24,151.68,18.37,39.93,26.87,12.45,4.43,29.54,59.98,46.72,17.04,164.69,197.91,69.77,46.42,35.85
2024-08-28,7.51,328.48,95.74,5.7,20.1,154.49,127.05,49.64,20.74,89.58,21.69,52.14,12.94,16.98,28.65,3.19,282.59,49.32,61.37,14.94,24.67,21.22,14.82,22.69,20.93,3.84,29.45,9.19,187.7,14.73,240.2,11.65,72.61,85.94,31.79,26.68,113.9,53.18,34.06,33.33,148.23,18.41,40.07,27.74,12.52,4.43,30.2,61.13,47.36,17.6,165.94,194.66,70.25,47.04,35.88
2024-08-29,7.45,336.35,103.15,5.68,20.46,158.12,125.82,49.94,21.24,89.94,23.49,54.11,13.33,17.48,29.38,3.13,293.18,51.32,62.81,15.11,24.67,20.6,15.06,23.26,21.55,3.78,30.36,9.37,190.38,15.07,240.29,11.93,72.19,89.43,32.62,27.31,115.35,54.62,35.19,34.09,145.97,18.23,40.91,28.97,12.83,4.59,31.38,63.52,47.26,17.76,165.38,194.83,70.47,47.55,36.63
2024-08-30,7.51,339.37,111.16,5.81,20.87,156.84,132.26,51.51,21.48,92.43,24.72,54.9,13.5,17.73,30.17,3.21,301.49,53.35,65.53,14.73,25.17,21.19,15.35,23.82,21.3,3.92,32.05,9.53,194.67,15.67,256.69,12.34,75.22,88.16,33.45,28.2,119.13,56.5,37.09,35.31,154.68,18.73,41.67,29.39,15.4,4.68,31.51,65.1,48.24,18.31,167.26,197.4,73.31,48.84,37.16
2024-09-02,7.39,337.36,109.12,5.65,20.28,159.41,124.61,49.71,21.15,87.2,24.05,53.82,13.17,16.39,29.66,3.13,285.33,51.64,61.6,14.22,24.33,20.37,14.85,22.64,21.23,3.74,28.35,9.85,188.25,15.21,252.14,12.79,72.55,87.75,31.74,26.55,112.58,53.62,34.85,33.55,146.48,18.02,40.27,28.19,14.64,4.58,30.28,61.7,46.78,17.47,166.77,190.39,69.99,47.14,36.38
2024-10-15,8.17,390.62,121.07,6.72,23.67,166.68,174.49,66.19,24.62,113.27,27.28,69.44,15.59,20.33,37.76,3.92,349.11,68.16,76.4,20.78,31.54,25.01,18.26,28.69,26.46,4.5,34.66,13.36,240.67,20.94,355.55,16.13,115.62,90.94,40.86,39.72,161.92,72.36,49.53,46.1,241.57,23.03,57.51,37.73,16.82,5.45,31.92,90.78,74.18,19.25,193.98,210.22,112.44,127.72,41.95
2024-10-16,8.35,385.18,122.91,6.86,24.03,168.82,171.16,64.02,24.59,108.72,26.8,67.57,15.29,19.81,37.36,3.89,348.42,68.22,74.22,19.78,30.91,24.69,17.63,27.92,25.39,4.43,33.65,13.26,233.06,20.33,342.19,16.82,110.6,89.88,39.56,39.39,154.95,72.6,49.0,45.43,232.88,23.27,55.57,36.82,17.47,5.51,32.57,90.19,74.09,19.38,191.31,213.98,111.74,123.45,45.15
2024-10-17,8.23,378.72,127.8,7.55,23.67,166.68,170.92,61.5,24.3,106.01,27.09,65.41,15.57,19.79,37.53,3.83,347.3,68.85,74.3,19.44,31.82,24.88,18.03,28.08,25.03,4.4,33.42,13.22,229.88,20.41,358.09,15.73,113.9,87.12,39.6,40.12,157.56,74.32,51.78,44.9,240.41,23.34,56.02,36.67,18.16,5.38,33.24,89.43,75.12,18.99,189.97,210.39,111.92,122.73,43.26
2024-10-18,8.29,389.41,129.15,7.82,24.08,169.89,192.5,65.72,25.25,114.59,28.06,73.09,16.39,21.95,40.01,3.98,403.08,72.77,82.39,22.79,38.18,27.07,21.64,28.96,27.24,4.61,36.42,13.75,254.89,22.14,429.71,16.19,136.69,87.28,42.93,45.47,176.93,76.62,54.61,48.09,269.2,25.18,61.0,40.86,19.71,5.67,34.05,98.95,90.14,19.61,190.47,218.76,134.28,147.25,45.13
2024-11-06,9.79,537.71,122.23,7.8,24.44,189.58,178.3,68.35,43.62,109.49,31.18,71.65,17.83,24.19,46.33,4.43,429.22,77.3,80.22,22.57,43.16,27.82,24.15,36.26,27.46,5.35,37.08,14.74,270.9,26.2,456.0,15.71,160.19,91.9,47.17,42.9,169.88,89.94,49.15,60.48,232.41,25.03,59.53,40.58,18.86,6.27,37.62,98.12,96.04,21.86,211.27,252.77,200.9,189.6,90.28
2024-12-13,9.67,451.56,115.23,7.52,25.87,191.5,199.82,62.97,34.99,109.27,30.28,76.16,17.89,25.1,67.48,4.42,401.27,66.41,85.04,21.44,36.78,28.3,26.61,33.39,28.98,5.86,40.22,18.36,235.3,26.43,568.0,17.8,133.06,81.32,46.8,48.25,158.16,89.23,52.83,55.61,317.16,25.88,59.08,42.42,22.79,6.08,37.15,116.73,82.99,24.26,194.54,223.55,173.28,147.92,74.48
2024-12-16,9.67,445.3,112.11,7.38,28.49,188.29,183.89,61.37,34.72,106.37,29.41,73.56,17.68,25.0,63.15,4.42,404.35,65.25,81.84,20.65,35.95,28.06,25.54,32.09,28.19,5.8,37.86,17.38,233.06,25.45,575.25,17.25,129.51,80.51,44.76,50.1,152.41,85.21,51.09,54.56,306.02,25.0,58.27,41.2,22.96,5.98,36.9,107.85,81.5,23.74,190.61,222.52,167.46,143.54,73.46
2024-12-18,9.49,445.71,110.55,7.11,28.96,184.44,188.56,61.14,33.27,106.6,28.7,76.27,17.72,26.01,60.57,4.35,393.0,65.22,84.01,20.66,34.87,27.19,26.46,30.65,28.03,5.45,36.66,17.59,233.58,25.32,617.55,17.19,131.88,78.34,44.79,50.86,152.23,87.34,50.06,50.86,332.32,23.49,58.71,41.59,22.23,5.81,37.36,112.55,83.4,22.6,190.96,220.13,165.49,144.0,71.73
2024-12-19,9.43,447.93,111.09,6.86,28.13,183.37,184.17,60.65,33.08,106.04,29.33,79.15,17.74,25.99,60.17,4.29,388.1,64.97,84.43,20.58,35.59,27.32,27.28,30.38,27.01,5.5,36.25,17.4,233.78,25.34,636.02,16.28,129.18,77.7,45.78,52.87,152.53,87.64,50.89,50.13,336.35,23.83,60.26,41.64,22.09,5.81,36.57,110.88,85.44,22.38,190.26,218.25,164.35,142.56,70.58
2024-12-20,9.31,444.9,112.86,6.83,27.06,182.73,181.1,59.97,34.09,107.28,30.57,79.17,18.33,27.25,61.4,4.3,394.72,64.97,86.2,20.54,38.1,28.84,27.52,32.49,27.85,5.59,37.66,18.83,239.09,26.34,675.95,15.56,134.19,77.53,47.11,55.82,154.8,87.34,52.55,50.6,350.55,24.86,61.64,43.05,23.88,5.83,37.14,113.22,94.28,22.86,190.33,222.86,179.89,151.11,72.93
2025-02-17,8.53,461.85,140.9,6.14,72.85,221.89,236.41,66.73,33.77,103.62,31.24,82.95,18.21,27.33,62.95,3.91,355.89,66.84,96.65,18.05,37.02,34.34,35.89,39.64,26.83,5.11,41.5,19.05,269.94,23.7,660.82,16.75,128.77,84.36,49.06,55.74,159.4,87.42,53.34,49.84,355.5,23.94,55.9,38.69,19.86,5.17,37.4,106.74,101.0,19.29,226.59,216.71,157.74,128.5,68.87
2025-02-18,8.41,454.18,137.37,5.98,65.59,218.68,226.36,65.65,33.1,102.45,30.49,79.97,17.55,26.31,62.17,3.88,377.17,64.6,92.23,17.77,35.73,31.13,34.94,37.88,27.41,5.06,39.22,18.29,265.28,22.76,628.1,16.2,132.25,78.93,47.99,53.93,155.8,93.46,51.82,50.0,346.95,23.23,54.14,37.76,19.42,5.17,36.24,102.66,98.28,18.73,228.42,218.42,148.27,121.59,66.43
2025-02-19,8.35,463.66,144.77,6.01,62.5,240.5,239.85,65.46,35.31,106.65,31.1,82.88,18.32,27.38,63.25,3.96,386.98,68.18,98.23,20.45,37.3,32.85,35.75,39.28,28.22,5.16,40.32,18.33,289.5,23.93,625.51,16.52,137.83,80.42,50.21,55.73,171.29,93.51,52.99,51.35,362.13,24.18,56.46,39.21,19.78,5.2,37.66,105.05,101.94,18.96,231.65,224.91,154.37,124.01,70.9
2025-03-11,8.35,485.25,158.62,6.12,78.38,261.47,234.3,69.36,39.09,109.67,36.91,83.48,19.51,31.9,70.95,3.92,378.69,72.9,104.79,19.7,40.79,31.91,32.58,46.74,31.21,5.46,38.14,21.86,343.19,25.11,792.0,17.03,134.43,81.63,54.88,92.36,193.35,101.95,68.39,65.69,359.11,25.73,57.96,39.45,20.49,5.39,38.63,114.59,96.12,20.65,246.06,231.75,149.23,142.05,69.48
2025-03-12,8.41,473.35,154.14,6.17,82.36,259.76,237.81,69.45,37.97,106.48,37.28,83.57,19.21,32.76,72.62,3.91,368.06,71.25,106.09,19.2,40.4,31.69,33.5,46.78,30.86,5.39,37.56,22.57,342.36,25.1,774.0,17.02,138.0,81.99,54.73,90.48,186.51,102.74,66.61,65.98,371.99,25.61,57.11,39.64,20.29,5.39,38.69,113.91,95.9,20.56,262.22,233.46,148.58,140.45,67.69
2025-03-13,8.41,469.52,150.88,6.25,86.41,250.77,228.15,69.8,36.89,104.17,35.64,79.59,18.17,31.68,72.28,3.9,356.67,71.94,99.3,19.11,42.09,30.26,32.89,46.33,29.61,5.28,36.3,22.21,322.5,24.36,741.99,16.51,135.0,81.5,51.64,84.8,179.71,104.67,62.24,67.8,355.28,25.08,55.6,39.1,19.77,5.36,37.96,112.51,92.98,20.72,261.45,231.58,142.88,133.8,65.68
2025-03-14,8.47,474.36,152.85,6.28,77.79,254.84,229.68,69.92,37.45,106.78,35.88,82.22,18.17,33.01,73.99,3.96,364.91,71.4,101.23,19.28,41.87,30.64,32.88,48.45,30.12,5.39,36.91,22.02,331.84,24.82,758.0,16.67,137.26,82.97,53.46,86.71,192.04,105.82,64.18,71.47,351.73,25.69,57.4,39.82,20.02,5.5,38.94,113.86,94.81,20.72,258.64,245.94,146.52,137.56,66.78
2025-03-31,7.99,457.21,139.14,6.09,70.53,236.44,197.43,71.81,33.79,103.03,35.4,84.3,18.6,31.42,64.21,3.72,368.59,68.86,108.55,18.62,37.61,26.72,29.15,42.37,31.18,4.59,33.6,25.95,321.16,23.76,623.0,17.71,134.48,78.5,50.93,106.0,176.55,107.16,54.57,63.83,409.16,24.77,51.78,35.57,18.19,5.16,37.14,102.27,89.33,19.45,251.89,230.72,131.87,122.21,61.7
2025-04-01,8.11,460.44,141.44,6.17,68.15,234.51,205.43,72.21,34.47,104.78,35.92,82.02,19.67,31.39,63.15,3.81,374.28,73.78,108.54,18.62,38.01,26.83,28.77,42.18,30.56,4.69,33.76,26.29,329.87,24.52,632.94,17.71,136.37,80.24,52.2,99.25,184.34,107.19,53.76,62.48,398.19,24.99,54.08,35.8,18.2,5.19,37.65,101.81,86.5,20.56,260.26,233.46,132.88,121.49,63.95
2025-04-02,8.11,458.42,141.24,6.12,68.21,236.65,210.18,72.2,35.16,104.88,36.88,82.09,19.25,30.14,65.55,3.81,373.07,72.1,106.84,18.5,37.94,26.63,29.01,42.5,30.54,4.66,33.75,26.04,320.89,24.87,629.35,17.91,139.76,80.48,51.64,97.99,183.13,108.93,53.02,61.06,388.32,25.09,54.27,35.89,18.22,5.22,38.13,102.23,86.85,20.2,255.62,238.24,132.75,121.8,63.76
2025-04-03,8.17,461.85,136.83,6.23,72.55,232.16,217.9,69.95,36.17,104.54,34.98,74.75,18.8,29.49,64.02,3.82,378.4,71.03,100.16,18.57,37.69,26.06,29.0,42.11,29.93,4.65,33.08,25.8,312.99,24.08,638.0,17.61,135.52,79.13,50.62,98.02,188.66,106.97,52.27,58.69,368.02,24.41,52.79,35.24,17.91,5.18,37.65,103.13,88.09,19.97,254.07,226.96,131.43,120.3,65.66
2025-04-22,7.81,467.3,126.3,5.7,66.25,222.74,288.16,77.1,32.64,104.32,36.55,68.4,22.78,30.27,62.06,3.67,381.03,71.45,93.05,18.12,38.97,24.85,36.25,39.24,29.33,4.28,34.44,26.52,347.24,24.4,694.98,17.28,168.44,75.28,58.81,93.45,260.66,95.61,50.93,54.96,378.03,24.34,54.24,33.16,16.49,4.77,34.63,110.3,90.01,21.95,248.87,214.49,134.59,130.87,67.1
2025-04-23,7.81,474.16,130.38,5.68,66.96,228.31,282.67,75.85,34.02,102.56,37.52,70.89,23.08,30.35,62.44,3.68,376.51,71.17,94.56,17.93,38.67,24.79,34.96,39.89,29.13,4.33,33.95,27.38,346.8,24.3,685.21,17.76,168.35,75.74,57.18,93.72,256.18,95.39,51.14,58.55,397.12,24.45,53.62,32.92,16.58,4.81,35.03,109.33,90.07,20.69,250.91,207.48,134.19,130.92,69.53
2025-04-25,7.81,466.89,133.3,5.7,64.05,230.45,260.19,74.64,32.5,102.53,39.21,69.91,21.89,30.43,61.25,3.63,379.05,72.13,91.73,17.58,36.89,24.03,32.85,38.69,28.77,4.22,32.05,27.04,327.43,25.69,689.96,16.55,145.1,73.11,55.57,90.9,221.94,97.66,49.62,57.8,385.14,24.23,51.74,32.1,16.18,4.79,34.06,101.96,88.42,21.89,253.02,214.15,135.03,126.43,65.6
2025-04-28,7.87,472.54,131.05,5.68,65.95,228.52,267.51,74.43,32.29,102.37,39.88,69.12,21.85,30.85,60.26,3.53,375.35,70.56,94.51,17.15,35.74,24.2,34.55,40.22,28.11,4.16,30.92,26.77,335.02,27.32,710.8,16.46,149.97,73.53,55.75,90.4,218.1,100.25,49.84,57.07,404.43,23.46,51.96,31.75,16.23,4.73,33.68,102.86,88.23,20.88,255.69,212.27,132.96,126.64,64.99
2025-05-06,7.99,495.74,143.55,5.76,69.22,237.72,266.66,74.13,38.56,107.9,40.98,73.72,22.87,32.58,67.3,3.87,372.05,73.97,100.74,18.0,37.83,26.01,34.93,43.66,31.87,4.56,32.71,26.74,328.09,29.07,707.22,20.07,147.45,73.11,57.34,91.79,232.68,103.77,60.41,57.33,440.67,24.75,50.65,34.79,17.01,4.92,36.68,102.89,89.9,21.5,259.27,228.16,139.94,133.39,70.63
2025-05-07,7.99,488.68,142.87,5.9,68.57,238.58,257.81,74.13,36.82,107.92,42.21,72.75,23.02,32.56,66.24,3.94,368.75,73.82,101.67,18.11,38.08,26.13,34.31,45.07,31.2,4.59,32.71,27.83,320.76,29.38,721.03,19.8,142.42,74.19,57.12,88.66,225.55,104.13,59.78,56.85,437.04,24.77,50.15,34.76,17.08,4.95,38.76,100.95,90.5,21.6,257.16,227.82,138.62,130.81,70.18
2025-05-08,7.99,489.29,141.72,6.01,68.21,239.01,255.11,73.14,37.33,107.66,41.83,72.51,23.21,32.45,67.1,3.96,368.06,75.03,102.69,18.27,38.39,26.62,34.37,45.31,31.1,4.64,32.8,28.09,321.3,29.83,703.23,19.6,140.43,75.25,56.86,89.0,225.14,110.65,59.04,56.47,423.46,24.7,50.59,35.41,17.23,4.98,38.34,100.13,89.98,21.79,251.68,224.23,139.85,130.97,70.74
2025-05-09,8.05,491.91,137.98,5.95,65.0,235.37,260.69,72.94,36.71,105.53,39.83,70.91,22.05,32.14,66.05,3.92,354.84,74.14,102.0,17.95,36.58,25.73,33.52,46.8,30.01,4.55,31.51,27.25,310.52,29.36,700.0,19.98,138.11,72.91,55.68,83.65,222.97,109.45,57.06,55.61,420.44,24.5,49.15,34.61,16.81,4.94,38.95,97.7,85.83,21.17,257.09,222.69,135.64,126.49,69.32
2025-05-12,7.99,495.54,139.81,6.06,65.83,236.87,250.14,72.3,36.98,106.84,40.06,72.6,22.17,33.58,68.11,3.99,356.13,74.73,102.89,18.27,36.88,27.11,32.71,47.57,30.6,4.64,32.15,27.73,306.45,29.16,675.4,20.83,137.83,76.55,56.55,84.53,219.88,108.91,58.99,61.28,424.64,25.08,49.86,35.33,17.43,5.04,39.41,98.7,86.32,21.04,255.41,224.06,139.94,133.91,71.06
2025-05-13,7.99,487.27,138.59,6.01,65.48,234.94,250.17,72.36,36.25,106.03,40.01,73.79,21.74,33.4,67.31,3.92,353.39,72.68,100.86,18.09,36.72,28.58,32.28,44.81,30.35,4.61,31.65,28.02,307.53,28.89,678.29,20.58,135.93,78.82,55.62,83.66,224.51,108.09,58.09,60.46,434.72,24.4,49.43,34.92,17.2,5.02,38.94,97.95,85.52,20.98,255.83,228.16,137.79,131.33,68.49
2025-05-14,8.05,492.92,138.46,6.06,65.42,234.73,252.56,72.73,39.98,107.46,39.67,73.67,21.55,33.02,67.54,3.92,351.47,73.11,101.8,18.09,36.16,28.48,31.92,44.35,30.36,4.56,31.55,27.91,312.68,28.38,683.99,21.39,133.44,78.92,55.47,85.18,222.36,107.9,57.92,60.06,412.99,23.71,48.77,34.96,17.18,5.02,38.31,97.97,86.06,20.98,258.92,238.59,140.07,132.72,71.99
2025-05-15,7.99,497.56,137.63,5.95,63.22,229.16,246.75,72.96,39.12,104.65,39.2,71.52,21.72,32.83,66.05,3.92,344.63,71.88,100.85,17.79,35.49,28.6,31.23,42.99,29.28,4.52,30.79,27.58,309.98,28.04,677.0,20.68,131.44,78.21,54.5,85.15,214.37,105.82,57.03,58.49,409.87,23.43,48.03,34.5,16.84,4.96,37.78,96.9,84.42,20.59,255.83,229.36,134.46,127.67,71.89
2025-06-24,7.81,492.02,139.56,6.01,52.39,221.68,238.74,67.82,43.78,112.06,44.22,70.37,24.43,30.51,69.28,4.14,367.39,72.46,109.31,18.52,38.45,28.57,30.6,44.78,29.47,5.39,30.3,28.28,322.85,30.22,607.25,20.07,124.59,79.92,54.54,85.56,203.33,117.57,51.75,54.83,353.6,23.72,49.22,36.91,19.52,5.53,41.83,96.47,85.15,21.27,296.94,260.63,153.44,124.06,73.96
2025-06-25,7.87,497.88,140.11,6.03,52.99,224.06,254.9,68.82,43.94,112.97,44.84,72.66,24.62,30.83,69.24,4.19,366.81,74.37,109.33,18.73,39.03,29.31,32.15,48.11,29.76,5.34,30.9,29.1,318.71,30.58,611.11,20.21,126.75,80.76,56.19,89.6,214.86,118.95,53.62,55.52,361.8,23.67,49.66,37.3,19.25,5.57,42.18,98.04,88.39,20.82,296.73,261.49,184.13,131.9,74.23
2025-06-26,7.81,490.6,138.59,6.03,52.99,222.11,250.83,67.38,42.39,112.0,45.37,71.32,24.38,30.26,70.38,4.19,366.52,75.28,107.33,18.45,40.05,29.37,31.38,47.7,29.46,5.41,30.43,31.05,318.8,29.84,610.5,20.97,124.31,81.92,55.62,86.72,209.65,116.32,52.41,55.07,350.34,23.51,49.18,36.95,19.3,5.54,40.89,95.64,87.28,20.69,295.54,264.22,188.61,131.17,72.96
2025-06-27,7.87,493.03,138.25,6.12,54.29,221.89,246.96,66.93,44.88,114.07,44.29,71.45,24.73,30.83,68.97,4.18,369.48,74.73,107.61,18.54,39.85,30.55,30.72,49.87,29.8,5.36,30.48,30.16,320.17,29.57,585.5,20.62,126.36,83.24,56.29,92.0,206.41,116.35,52.38,54.85,344.42,24.01,49.83,37.34,19.47,5.63,40.98,95.47,86.88,20.88,307.42,274.65,190.51,130.92,74.07
2025-06-30,7.81,503.13,140.18,6.17,53.52,222.76,245.54,67.22,47.11,115.12,46.94,71.73,25.07,30.91,69.07,4.29,376.06,77.08,108.92,18.77,40.21,30.8,32.58,51.27,30.32,5.44,31.06,30.53,324.42,32.36,601.5,20.24,127.42,84.07,57.46,96.5,207.21,119.12,52.65,56.34,350.43,24.31,50.25,38.15,19.35,5.59,41.33,96.37,88.17,21.34,299.9,270.03,194.55,131.9,78.54
2025-07-01,7.87,502.32,140.11,6.2,52.93,222.54,240.84,67.83,46.6,114.5,47.24,71.82,25.46,30.86,68.22,4.28,376.39,77.45,108.92,18.74,40.3,30.37,32.08,50.22,30.48,5.32,30.88,30.35,321.57,32.68,563.0,19.88,126.04,89.06,57.13,96.39,202.4,117.93,52.69,55.61,341.0,24.32,50.05,38.3,19.61,5.55,41.22,95.17,87.76,21.24,306.22,276.19,201.8,134.42,77.35
2025-07-09,8.59,496.06,142.73,6.47,55.9,227.73,236.38,66.76,44.18,113.67,47.3,72.38,24.77,31.83,65.11,4.27,374.48,74.75,105.14,18.66,39.25,30.71,29.03,49.64,30.72,5.25,31.55,28.52,303.95,32.81,535.0,19.46,120.21,86.8,58.91,87.0,194.71,109.92,49.93,55.74,323.18,24.64,49.72,38.56,19.25,5.5,40.25,93.56,85.85,20.72,292.09,284.05,175.91,127.52,79.24
2025-07-10,8.65,545.77,143.07,6.53,54.77,226.43,225.01,66.09,45.86,112.96,46.11,72.14,24.71,31.85,65.34,4.29,368.85,74.82,106.21,18.79,39.01,30.71,29.17,49.56,30.64,5.22,31.66,28.54,301.7,33.11,523.5,19.25,117.67,87.06,57.75,87.03,194.41,108.9,49.96,55.98,324.02,24.64,49.7,38.23,19.02,5.52,39.93,94.51,85.67,20.69,291.18,287.81,173.53,127.77,80.6
2025-07-11,8.83,600.32,142.04,6.61,54.83,225.78,231.62,66.81,49.69,113.35,46.05,73.69,24.99,32.46,66.17,4.28,374.48,75.47,108.12,18.92,39.07,31.08,29.48,48.64,30.92,5.22,31.71,28.88,307.21,32.63,553.98,19.3,123.17,88.23,58.65,87.95,204.28,106.05,50.83,56.69,330.39,24.64,50.39,38.32,19.04,5.56,40.2,95.09,88.16,20.75,293.5,302.85,183.78,130.3,83.68
2025-07-14,8.71,603.76,141.97,6.56,54.53,229.67,225.88,67.26,48.03,110.97,46.5,72.24,25.51,32.04,66.05,4.31,372.98,75.03,107.32,18.85,39.21,30.69,29.61,52.06,30.94,5.34,31.72,28.92,302.6,34.2,565.06,19.43,123.75,89.56,58.47,86.0,200.37,108.68,50.74,56.69,328.0,24.82,50.65,38.65,19.11,5.54,41.38,94.14,87.52,20.78,302.15,313.27,183.87,130.81,80.38
2025-07-15,8.65,585.98,142.04,6.34,54.12,232.7,223.25,67.13,47.42,111.53,46.53,73.53,25.05,33.32,65.73,4.23,376.01,74.79,105.94,18.8,38.52,30.32,29.51,51.41,31.15,5.23,31.43,26.08,301.5,31.85,553.1,18.52,121.86,87.31,58.95,85.54,197.92,108.7,50.22,56.07,323.68,24.53,50.12,40.73,19.17,5.43,40.27,93.49,87.89,20.69,301.23,315.32,185.62,131.38,79.11
2025-07-16,8.59,586.78,142.32,6.31,54.06,233.35,224.21,67.29,46.8,112.1,45.26,73.04,25.14,33.88,65.48,4.22,372.68,74.81,106.32,18.73,38.81,30.34,29.83,51.3,30.92,5.19,31.6,26.09,302.33,31.98,580.19,18.6,122.48,90.53,58.5,88.99,195.37,108.9,50.95,55.98,325.73,24.91,50.96,44.02,19.16,5.44,40.25,93.67,87.12,20.82,297.86,303.7,180.35,129.47,78.43
2025-07-17,8.65,606.18,144.45,6.36,54.83,237.45,222.76,68.19,47.04,112.0,45.97,72.81,25.51,34.71,66.77,4.22,369.78,76.47,109.08,19.03,39.29,30.93,29.91,53.0,31.23,5.32,31.92,26.42,305.95,31.96,582.4,18.94,122.72,91.13,59.52,88.42,192.87,111.0,52.34,56.98,325.67,26.2,51.86,45.24,19.41,5.5,40.64,94.07,88.79,20.78,301.65,303.53,187.96,131.59,79.08
2025-07-18,8.65,665.99,141.63,6.47,54.41,235.94,222.63,68.32,48.51,113.24,45.59,72.98,25.48,34.76,65.2,4.23,370.82,75.74,104.36,19.04,39.47,31.07,28.91,53.26,31.35,5.48,31.98,26.02,301.0,33.06,582.62,19.32,121.47,92.21,59.09,87.54,192.51,109.84,52.14,57.91,329.12,25.72,51.54,44.93,19.41,5.66,41.19,94.07,88.51,20.82,307.49,307.63,190.68,131.02,80.87
2025-07-22,9.37,694.48,140.59,7.85,54.18,265.76,228.01,69.87,47.41,118.16,46.24,73.88,25.94,35.8,68.45,4.51,367.49,77.66,102.19,19.27,39.69,32.61,29.25,55.03,31.32,5.62,32.09,27.85,304.51,32.76,593.93,18.62,122.91,93.67,58.57,86.68,197.68,109.84,51.67,58.8,334.64,25.79,51.89,45.61,19.7,5.93,41.42,94.66,89.08,20.95,328.78,320.45,180.88,128.29,80.41
2025-07-23,9.31,707.01,143.42,8.65,54.95,276.13,234.44,69.57,46.45,120.01,45.94,73.81,27.01,35.77,68.03,4.41,383.14,76.17,100.05,19.11,39.3,32.35,29.08,53.52,32.4,5.57,32.23,27.45,306.6,33.07,595.56,18.57,121.92,94.57,58.7,87.4,205.21,110.17,51.5,57.82,330.58,25.84,51.72,48.82,19.36,5.78,41.35,96.23,89.39,20.75,328.64,333.78,178.59,127.77,78.94
2025-07-24,9.55,770.66,157.75,9.51,55.84,270.08,231.14,70.36,49.19,121.28,46.21,74.65,26.63,36.1,67.97,4.48,382.74,77.66,100.35,19.47,39.85,31.93,29.47,54.26,32.34,5.76,33.13,27.1,311.6,33.15,600.23,18.7,123.09,96.34,59.02,87.03,205.63,110.64,52.37,59.62,331.68,25.8,52.76,47.54,20.09,6.02,42.5,96.66,91.75,20.98,335.11,333.27,184.97,131.59,83.58
2025-07-25,9.31,772.88,160.44,10.47,55.19,274.61,232.18,69.77,50.18,123.74,48.57,75.76,26.15,37.66,67.68,4.39,383.77,81.74,101.51,19.45,40.94,32.18,29.84,53.54,33.27,5.69,33.24,26.53,310.77,33.46,673.3,18.66,126.5,95.49,60.67,93.03,209.86,109.53,53.29,59.95,357.82,26.11,54.58,48.86,20.11,5.94,42.15,97.91,93.47,20.91,330.96,326.6,192.13,132.93,84.58
