date,sh600130_daily,sh600171_daily,sh600183_daily,sh600570_daily,sh600703_daily,sh600745_daily,sh688002_daily,sh688007_daily,sh688008_daily,sh688018_daily,sh688020_daily,sh688079_daily,sh688103_daily,sh688112_daily,sh688115_daily,sh688127_daily,sh688138_daily,sh688150_daily,sh688156_daily,sh688208_daily,sh688665_daily,sh688668_daily,sh688678_daily,sh688800_daily,sz000016_daily,sz000020_daily,sz000021_daily,sz000032_daily,sz000049_daily,sz000050_daily,sz000058_daily,sz000062_daily,sz000100_daily,sz000725_daily,sz300007_daily,sz300032_daily,sz300053_daily,sz300076_daily,sz300083_daily,sz300088_daily,sz300102_daily,sz300115_daily,sz300120_daily,sz300128_daily
2023-04-21,24.51,58.32,225.81,2190.42,417.02,138.85,46.74,24.69,72.99,122.02,55.39,11.06,68.19,95.14,35.99,17.24,23.34,23.01,31.47,27.75,82.03,70.87,19.86,78.33,118.54,23.1,329.15,149.13,328.3,85.59,28.49,99.61,14.02,21.74,72.41,24.63,63.06,41.63,67.59,114.15,34.35,151.6,25.77,37.75
2023-04-24,24.76,53.97,219.85,2113.79,421.48,133.09,46.06,23.9,70.09,120.93,55.86,10.91,67.74,93.73,35.33,17.38,23.42,23.17,33.68,27.56,82.02,69.9,19.44,74.56,117.56,22.52,321.4,139.71,323.19,84.74,28.44,100.21,13.62,21.32,70.54,24.75,63.57,41.05,67.34,113.28,34.02,153.19,26.35,37.05
2023-04-25,24.09,52.01,219.85,2080.81,385.82,126.38,45.57,23.78,69.63,117.35,53.1,10.57,64.41,93.25,33.69,16.66,22.99,22.98,33.81,26.51,79.93,71.88,18.66,72.91,114.88,22.14,305.75,138.75,306.45,83.81,27.84,98.1,13.39,21.01,58.65,25.01,65.88,39.97,57.63,106.45,33.58,148.41,25.46,36.06
2023-04-28,24.58,52.85,203.38,2201.12,377.33,125.09,51.99,22.58,61.68,119.72,54.08,10.11,64.83,87.99,34.41,16.87,22.99,21.65,34.44,29.63,84.7,63.32,20.0,76.54,115.61,23.37,287.36,132.22,304.55,83.56,28.82,94.76,13.29,21.01,61.9,25.47,58.13,41.05,55.57,107.5,34.35,140.07,25.05,36.66
2023-05-08,24.82,52.91,195.14,2087.94,373.09,123.86,52.38,21.67,60.17,135.92,50.56,9.74,57.36,83.57,32.17,16.23,22.32,21.22,34.65,31.48,82.33,55.54,16.54,71.6,115.37,23.99,269.61,143.18,292.1,77.29,29.66,93.21,13.05,20.9,62.07,25.89,61.67,42.21,54.91,106.63,33.91,145.84,24.68,35.96
2023-05-09,24.33,53.13,194.13,2069.23,373.09,124.88,50.76,21.12,58.61,133.35,49.72,10.02,54.95,80.94,31.55,16.17,21.96,20.91,33.28,29.73,80.74,55.37,16.28,69.44,116.59,23.8,270.1,141.43,286.91,77.29,29.61,92.67,13.12,21.17,61.23,25.51,62.24,41.38,53.34,106.98,33.42,165.71,23.93,34.96
2023-05-10,24.45,52.74,191.85,2060.76,378.18,125.19,50.02,21.1,57.22,131.47,50.58,10.09,53.65,83.07,31.91,16.97,21.5,20.43,33.42,32.22,83.57,55.82,16.59,72.93,117.81,23.58,262.03,142.43,294.0,77.12,29.66,93.06,13.27,20.85,61.61,25.43,64.75,40.88,53.67,108.03,33.58,172.08,24.1,34.96
2023-05-11,24.58,52.71,189.57,2018.43,387.52,127.78,48.99,21.64,56.51,135.31,50.61,10.15,55.02,81.27,32.07,17.42,21.49,20.47,34.48,32.14,81.45,55.22,16.88,71.01,116.83,23.82,288.17,136.07,300.02,77.46,29.84,92.67,13.34,20.85,61.9,26.23,68.24,41.71,54.91,107.68,33.8,171.1,24.34,34.76
2023-05-12,24.27,52.09,187.54,2000.17,381.37,127.81,49.0,21.86,54.42,132.53,48.41,10.25,55.06,81.01,31.83,16.44,21.26,20.09,33.67,31.43,80.51,53.39,16.49,70.65,117.81,23.63,280.91,132.43,295.15,76.61,29.66,91.05,13.23,20.49,61.03,25.39,68.75,40.96,53.43,106.63,33.48,162.52,24.2,34.56
2023-05-15,24.39,52.37,187.79,1966.75,385.4,129.21,51.19,21.43,54.85,135.3,49.97,10.56,56.09,82.1,32.32,16.9,21.67,20.95,35.36,33.02,81.94,55.0,16.7,76.52,116.34,23.73,278.81,133.77,306.45,76.95,29.75,91.12,13.27,20.8,61.82,24.96,67.01,40.38,53.92,107.5,33.96,165.09,24.1,34.76
2023-05-17,24.45,51.95,187.67,1896.35,392.19,130.83,49.97,20.77,55.86,128.11,50.18,11.71,57.92,87.82,33.07,18.04,21.89,21.78,35.91,32.1,82.73,55.16,17.28,73.93,114.88,23.99,317.21,128.66,304.06,77.63,29.75,91.35,13.27,20.49,62.11,24.54,70.86,40.88,54.09,107.5,33.96,166.81,26.01,35.56
2023-05-18,25.18,51.64,190.2,1919.07,389.64,127.47,48.57,20.95,58.75,128.62,50.64,11.57,58.61,87.52,33.51,17.91,22.26,22.49,35.84,31.36,82.81,56.99,17.34,73.11,115.85,24.71,313.66,131.59,302.99,78.3,30.03,92.13,13.31,20.54,64.8,25.77,68.24,42.21,54.91,108.2,34.51,170.61,26.01,38.65
2023-05-19,25.12,52.77,191.34,1906.15,395.59,128.57,49.91,21.06,59.72,138.86,51.1,11.61,60.24,91.29,34.49,18.14,22.79,22.67,34.68,31.41,82.92,57.02,17.61,73.2,118.05,25.41,320.76,132.18,305.71,79.41,29.66,93.29,13.41,20.7,66.61,25.98,69.22,42.71,55.24,110.3,35.27,168.77,25.97,43.53
2023-05-23,25.0,51.64,191.09,1893.67,383.07,124.0,50.25,21.11,58.44,132.53,50.75,11.11,62.29,86.69,35.09,17.91,22.12,22.5,35.71,30.73,92.1,57.09,19.35,75.49,116.34,25.44,296.88,127.62,305.71,78.64,29.7,91.59,13.38,20.49,68.21,25.34,63.31,42.55,55.4,108.03,34.89,159.94,25.09,41.74
2023-05-24,25.12,51.67,190.96,1874.07,388.58,122.76,50.29,21.21,58.75,131.17,52.42,11.28,64.1,87.82,36.28,17.92,22.78,22.95,35.47,30.45,89.97,58.38,19.76,76.21,114.64,25.6,295.27,125.15,305.87,78.47,29.56,91.28,12.94,19.6,69.97,25.6,65.16,42.46,55.81,107.85,34.89,159.2,25.56,42.33
2023-05-25,25.06,51.64,190.83,1852.68,390.28,124.21,50.12,21.47,60.87,132.69,51.83,11.03,62.49,87.19,36.54,17.78,22.62,23.16,35.41,30.18,90.57,59.16,19.76,77.64,114.15,25.77,309.14,121.89,307.27,78.81,29.0,91.66,12.76,19.91,68.42,26.23,67.27,42.8,58.7,108.2,34.83,155.77,25.53,42.23
2023-05-26,25.24,52.4,191.88,1877.19,396.44,124.48,49.23,21.71,61.93,135.32,51.34,11.16,62.31,85.72,36.79,18.03,23.22,23.47,34.84,30.41,90.55,58.6,19.74,75.86,117.56,26.16,333.99,123.18,304.8,79.32,29.28,92.59,12.87,20.17,75.57,26.23,66.85,43.38,57.38,108.2,35.0,158.96,25.77,42.23
2023-06-28,25.12,50.6,181.69,1984.11,358.66,115.93,44.28,20.27,56.09,136.42,48.6,10.6,62.14,79.96,38.36,16.96,21.11,22.13,29.79,30.45,91.38,95.58,21.16,84.43,113.42,25.63,302.53,139.24,286.8,76.61,28.82,86.09,14.04,21.23,87.89,25.73,75.53,41.21,58.7,103.16,34.89,139.09,24.99,40.84
2023-06-29,25.78,51.39,181.04,2024.32,362.69,115.43,44.77,20.37,56.39,134.1,48.69,10.89,60.17,80.48,38.75,17.65,21.13,22.39,29.32,30.47,96.29,100.15,21.68,86.73,114.64,26.52,321.89,138.24,287.22,76.86,28.77,87.18,14.07,21.02,89.07,26.49,72.5,42.05,59.68,105.65,35.27,144.61,26.01,41.44
2023-06-30,26.27,51.82,185.48,1979.19,365.87,116.36,45.15,21.08,58.16,133.07,50.82,11.33,60.58,80.33,39.6,17.85,21.46,22.58,29.39,30.88,95.47,101.85,22.19,87.89,115.12,27.84,322.53,137.99,296.29,77.8,28.91,88.34,14.4,21.71,88.94,26.74,69.83,42.46,60.18,107.25,35.76,146.08,26.25,41.54
2023-07-03,26.15,51.85,187.83,1987.23,368.85,116.72,46.38,21.12,60.64,132.9,50.77,11.04,60.42,80.03,37.67,17.24,21.83,22.23,27.65,31.74,94.59,97.45,23.91,86.41,115.61,27.6,315.43,138.95,298.89,78.39,29.33,88.96,14.55,22.08,85.83,26.44,69.68,42.3,59.11,107.43,36.36,147.18,26.25,41.04
2023-07-04,26.33,53.12,192.79,1972.93,378.18,121.26,48.15,21.9,63.51,141.45,51.85,11.45,59.96,82.16,37.72,17.77,22.35,23.05,27.77,33.35,96.36,97.89,25.72,85.7,115.12,30.37,320.92,145.37,300.15,79.32,29.19,88.88,14.66,22.08,87.09,26.83,69.98,42.13,59.44,109.03,37.93,149.27,26.55,41.24
2023-07-05,26.02,52.44,199.72,1921.54,371.37,118.19,48.76,21.83,63.49,138.41,50.74,11.43,58.69,83.25,36.54,17.63,22.02,22.64,27.89,34.15,96.4,94.34,25.78,81.46,114.15,28.76,319.47,146.54,297.63,79.41,28.91,87.95,14.58,21.97,83.94,26.4,70.34,41.55,58.28,111.35,38.8,145.71,26.08,49.51
2023-07-06,26.15,52.1,202.59,1892.5,373.92,117.6,49.71,21.73,64.54,136.33,51.71,11.49,57.74,81.79,37.19,17.81,22.3,22.47,27.66,34.24,96.88,100.44,25.64,82.12,115.61,31.64,329.95,142.1,295.7,80.34,29.1,88.42,14.99,22.4,84.31,26.87,69.27,41.8,58.61,114.9,37.33,145.34,26.48,54.39
2023-07-07,25.84,51.34,195.93,1857.64,363.92,115.53,49.9,21.62,64.52,133.36,49.36,11.14,62.81,78.66,36.76,17.46,21.83,22.01,27.29,32.63,92.73,107.31,25.15,82.0,116.1,34.82,318.02,135.76,293.43,79.74,29.24,87.56,15.21,22.93,80.91,26.49,70.4,40.8,57.05,112.23,36.85,141.3,26.28,53.59
2023-07-10,25.9,51.39,193.45,1805.8,363.92,116.79,49.78,21.66,61.78,136.64,48.52,10.85,62.82,77.26,35.71,17.21,21.56,21.78,26.96,32.34,90.3,103.1,24.34,82.93,115.37,38.31,311.08,137.06,295.87,79.32,29.43,87.64,15.28,22.34,78.85,26.15,75.01,40.63,56.47,110.99,36.52,138.23,25.63,53.99
2023-07-11,26.75,52.27,197.36,1663.25,365.19,120.76,49.69,22.24,62.77,141.94,50.11,10.99,68.12,77.62,36.52,17.6,22.03,22.04,27.1,33.42,90.36,100.06,24.44,84.29,116.1,34.58,337.05,130.77,300.4,79.91,29.43,88.57,15.35,22.61,79.86,26.4,75.12,40.96,57.79,111.7,36.85,139.7,26.0,52.79
2023-07-12,25.96,51.11,195.01,1629.74,359.02,110.84,48.92,21.86,59.84,138.03,48.42,10.79,67.05,75.05,35.58,17.15,21.43,21.1,26.76,32.69,88.45,91.64,24.08,83.65,114.64,33.16,329.63,125.11,298.47,78.81,28.96,88.03,15.32,22.61,77.92,25.81,71.93,39.97,56.47,110.28,36.25,136.02,25.56,58.87
2023-07-13,25.78,52.7,200.63,1638.23,364.13,111.65,49.29,21.92,62.27,139.71,48.63,11.07,69.08,76.1,36.09,17.4,22.14,21.47,28.04,31.98,89.4,95.68,24.12,81.37,116.34,31.5,354.96,126.7,299.48,80.0,29.33,90.74,15.53,22.72,78.34,26.23,74.91,41.05,56.8,112.06,36.85,138.23,25.94,57.77
2023-07-14,25.96,52.36,203.5,1684.7,364.34,110.29,48.38,21.51,62.79,140.94,47.41,11.51,70.16,75.17,36.26,17.45,21.93,21.92,27.59,31.9,88.81,96.65,24.03,78.29,115.85,31.84,353.19,136.27,294.69,81.69,29.43,90.27,16.38,23.19,78.55,26.02,74.91,42.88,56.39,112.41,37.33,139.7,26.62,56.08
2023-07-17,25.78,50.03,210.69,1712.41,363.7,110.89,48.52,21.58,61.89,141.02,46.93,11.62,67.83,73.39,36.03,17.7,21.76,21.3,28.5,31.34,89.51,97.06,23.81,75.76,111.95,32.01,353.19,137.36,285.62,77.8,30.22,89.5,16.34,23.19,77.21,27.12,74.5,42.63,56.14,111.52,37.66,139.83,27.13,54.88
2023-07-18,25.48,50.51,210.95,1686.94,363.92,111.29,48.6,21.77,60.94,140.53,47.62,11.64,66.94,72.78,35.31,17.5,21.66,20.93,28.23,30.93,88.94,93.73,23.93,76.2,112.2,32.78,344.48,132.83,288.9,78.47,30.55,90.35,16.16,22.98,77.63,28.77,71.83,42.96,56.72,110.81,37.55,137.49,27.48,55.48
2023-07-19,25.3,50.03,208.21,1686.49,359.45,111.86,47.98,21.39,59.95,140.44,46.21,11.37,64.98,72.95,34.28,18.17,21.52,20.58,28.54,30.62,86.43,91.24,23.25,74.68,111.95,31.67,341.41,132.66,287.97,77.88,30.74,89.73,16.08,22.82,75.82,30.51,70.96,42.8,56.31,110.1,37.71,135.53,28.81,56.18
2023-07-20,24.82,49.26,201.8,1643.59,355.4,109.79,46.66,21.01,58.49,134.03,45.48,10.92,62.73,74.03,34.32,17.42,20.75,19.82,29.0,30.16,86.38,86.41,22.84,73.4,110.98,30.87,319.47,128.76,284.45,76.78,30.5,88.34,15.79,22.45,73.59,28.86,67.73,41.88,55.65,108.14,38.48,131.98,27.58,55.18
2023-07-21,24.94,49.23,203.5,1628.84,351.36,106.01,46.69,21.11,58.34,130.82,45.19,10.61,61.94,71.4,34.06,16.91,20.49,19.39,28.91,29.83,84.84,84.42,22.49,72.05,111.71,28.66,314.63,127.21,283.52,76.61,30.83,88.42,15.57,22.34,71.32,31.73,66.14,41.38,55.24,108.14,37.77,129.03,27.92,52.79
2023-07-24,25.24,49.21,206.77,1637.33,349.23,105.11,46.13,20.81,59.34,129.01,45.1,10.49,61.9,71.78,33.66,16.5,20.25,19.27,29.94,29.55,85.55,83.47,22.24,71.64,111.71,29.0,314.63,128.26,279.24,78.39,30.88,89.27,15.57,22.18,71.07,30.72,65.06,41.8,54.33,109.03,37.28,129.65,27.41,51.0
2023-07-25,25.48,49.97,215.52,1715.54,356.47,107.94,47.38,21.54,60.04,128.66,46.93,10.75,63.61,74.36,34.34,16.55,20.69,19.27,28.7,30.36,87.29,82.09,22.46,73.99,113.17,29.09,317.69,128.21,289.99,78.73,31.34,90.89,15.57,22.4,72.24,29.19,65.93,42.63,55.9,110.63,38.04,132.83,27.03,48.71
2023-08-10,25.18,49.15,205.98,1826.36,355.62,112.62,49.95,21.56,57.6,115.84,47.14,10.32,64.07,71.87,32.98,16.11,19.58,18.39,26.31,28.89,82.38,75.95,22.33,68.48,113.42,28.78,293.33,121.29,289.06,78.9,31.11,91.12,14.88,21.65,69.6,27.38,57.72,42.88,55.32,107.97,35.92,129.65,24.87,46.42
2023-08-11,24.7,48.16,198.8,1761.56,354.13,110.41,49.84,21.12,55.54,116.09,46.38,10.01,63.4,71.84,32.68,15.8,19.08,17.82,26.35,28.02,80.17,73.91,22.03,67.32,111.46,28.47,285.53,118.48,282.6,77.8,30.83,88.96,14.26,21.02,68.17,27.08,57.21,41.55,53.92,106.01,34.78,125.84,24.43,45.02
2023-08-14,25.0,47.79,198.54,1745.03,359.02,108.15,49.41,20.88,54.05,115.5,45.76,9.96,62.48,69.52,32.8,15.66,19.17,17.86,28.01,28.65,78.54,73.63,19.95,65.93,109.51,28.66,285.21,128.21,270.67,77.71,30.92,88.96,14.58,21.18,68.12,27.42,57.77,41.38,53.59,106.54,35.49,125.97,23.98,45.92
2023-08-15,24.64,46.88,196.58,1739.67,360.51,106.99,48.44,20.53,52.08,112.67,44.74,9.83,61.86,68.09,30.1,15.43,18.78,17.32,28.28,27.8,77.1,71.71,19.82,63.78,108.78,28.37,281.64,122.47,267.9,77.54,31.11,88.49,14.73,21.12,67.45,27.12,56.75,40.8,52.36,105.83,35.0,124.37,23.85,44.33
2023-08-16,24.33,45.91,192.4,1707.49,357.74,104.99,47.11,20.39,49.64,111.73,44.98,9.58,59.99,67.44,29.95,15.02,18.35,16.85,27.21,27.34,76.96,63.84,19.41,62.11,107.81,27.87,274.0,119.53,266.56,76.95,31.34,87.87,14.51,20.86,66.02,27.29,55.31,40.13,51.62,105.3,34.35,121.3,23.3,43.33
2023-08-17,24.76,46.57,193.97,1698.11,353.49,106.1,47.75,20.58,49.7,114.72,45.0,9.73,60.49,68.08,31.24,15.13,18.63,17.17,27.99,27.54,77.51,61.23,19.6,63.61,109.03,28.59,274.65,123.31,268.49,75.42,31.67,88.96,14.44,20.91,68.54,27.25,56.75,40.96,52.77,105.83,34.67,122.78,24.02,43.63
2023-08-18,24.27,45.74,188.74,1663.7,352.42,102.89,48.11,22.23,49.51,113.8,44.72,9.64,60.5,67.88,31.48,14.97,18.66,17.15,28.69,27.51,77.21,59.59,19.26,63.55,106.83,28.03,271.73,120.83,263.2,73.73,30.59,86.95,14.11,20.49,66.27,26.15,55.26,40.13,51.78,104.59,34.24,119.22,23.64,43.13
2023-08-21,24.21,45.09,186.52,1644.04,352.85,102.44,46.94,22.4,48.67,113.06,44.4,9.53,58.63,69.95,31.37,14.89,18.32,16.69,29.71,26.94,75.4,59.7,18.93,61.86,105.61,27.87,269.78,124.57,259.67,71.69,30.22,86.02,14.04,20.22,65.6,26.28,55.41,40.22,50.22,104.23,34.18,118.36,23.57,43.93
2023-08-22,24.64,44.32,192.92,1640.46,358.6,102.92,47.87,22.18,50.06,114.99,44.59,9.59,58.65,69.31,32.38,14.97,18.54,16.83,29.64,27.33,73.26,60.09,18.99,61.46,105.61,27.77,274.65,134.21,254.97,71.86,30.41,86.56,14.47,20.7,66.06,26.87,57.0,40.55,50.46,104.76,34.67,119.46,23.67,44.03
2023-08-23,24.21,42.59,186.52,1568.96,353.7,101.08,46.77,21.35,49.31,111.03,43.73,9.37,56.54,67.61,32.73,14.4,17.91,16.12,29.06,26.2,71.92,58.16,18.51,58.94,103.17,27.34,265.56,129.77,246.57,70.34,29.99,85.4,13.93,20.27,65.35,25.89,55.0,39.88,49.23,102.81,34.24,115.91,23.3,41.84
2023-08-24,24.15,43.33,185.48,1577.9,353.91,99.94,47.05,21.73,50.61,112.75,42.89,9.38,56.46,71.52,32.03,14.44,18.25,16.31,29.63,26.47,71.15,57.6,18.52,59.82,103.17,27.58,276.28,116.81,250.01,70.17,29.94,84.7,14.07,20.27,64.8,26.23,55.82,39.63,49.23,102.45,34.18,116.03,23.5,42.73
2023-08-25,23.13,41.77,183.78,1526.51,319.44,97.8,47.28,20.89,48.89,110.38,41.3,9.14,55.03,66.97,31.14,14.11,17.95,15.82,28.66,25.76,70.03,56.13,18.13,58.15,100.98,26.76,262.31,105.15,245.23,69.32,29.61,82.38,13.93,20.01,64.68,26.49,53.67,38.3,47.75,99.43,33.48,112.11,23.16,40.94
2023-08-28,23.55,42.82,185.61,1585.05,324.55,106.56,48.98,21.18,49.64,111.01,40.14,9.21,53.71,66.77,30.96,13.96,17.65,15.67,28.91,28.55,69.62,52.89,18.12,57.43,102.44,27.05,264.58,104.22,248.08,69.41,30.69,84.39,13.89,20.27,70.14,27.84,54.03,38.88,48.41,100.32,33.69,114.19,23.19,40.84
2023-08-29,24.51,44.1,190.44,1594.43,329.87,108.51,52.51,22.61,51.73,115.52,44.75,9.84,58.44,72.45,33.0,15.98,18.75,16.72,29.37,30.45,78.95,55.52,19.7,60.53,105.37,28.52,278.22,113.45,255.64,70.85,32.51,85.71,14.4,20.59,72.03,28.86,57.36,41.88,50.46,103.52,34.78,119.34,24.05,42.93
2023-08-30,24.94,44.81,194.75,1607.84,332.63,110.1,53.12,23.28,52.41,121.56,46.84,10.51,59.57,75.14,34.06,16.89,19.56,17.35,30.19,30.7,82.75,56.91,20.61,62.07,105.61,28.93,291.06,115.0,261.27,71.69,31.48,86.33,14.84,21.12,69.89,27.71,58.29,43.13,50.79,104.76,35.21,121.18,24.5,42.93
2023-08-31,24.94,45.03,193.58,1608.73,334.34,109.89,51.62,23.03,52.17,120.96,46.78,10.64,58.64,76.07,33.7,17.25,19.91,18.13,30.13,30.26,82.65,57.24,21.13,59.24,104.88,28.9,290.08,115.17,259.33,72.88,30.78,85.32,14.99,21.28,69.93,26.74,58.18,43.46,50.38,104.59,35.32,124.86,24.29,43.13
2023-09-01,24.76,44.72,193.05,1616.33,333.06,108.91,50.77,23.33,52.3,119.3,45.1,10.47,57.91,74.49,32.95,17.23,20.31,17.39,29.3,29.85,83.58,56.3,20.7,58.76,105.61,28.78,291.71,111.69,262.44,73.81,30.5,88.03,15.1,21.23,68.8,26.36,58.44,44.13,50.22,104.59,35.43,122.65,24.19,43.03
2023-09-04,25.0,45.46,199.85,1619.01,338.17,111.29,51.06,23.14,52.56,118.39,45.51,10.31,56.6,74.35,32.8,16.93,20.12,17.42,29.32,30.06,81.94,55.53,20.22,58.28,107.32,29.26,299.99,115.25,267.48,75.68,30.36,89.88,15.39,21.6,69.76,26.66,59.31,43.8,51.78,106.54,35.87,126.33,24.7,44.62
