date,sh600130_daily,sh600171_daily,sh600183_daily,sh600570_daily,sh600703_daily,sh600745_daily,sh688002_daily,sh688007_daily,sh688008_daily,sh688018_daily,sh688020_daily,sh688079_daily,sh688103_daily,sh688112_daily,sh688115_daily,sh688127_daily,sh688138_daily,sh688150_daily,sh688156_daily,sh688208_daily,sh688665_daily,sh688668_daily,sh688678_daily,sh688800_daily,sz000016_daily,sz000020_daily,sz000021_daily,sz000032_daily,sz000049_daily,sz000050_daily,sz000058_daily,sz000062_daily,sz000100_daily,sz000725_daily,sz300007_daily,sz300032_daily,sz300053_daily,sz300076_daily,sz300083_daily,sz300088_daily,sz300102_daily,sz300115_daily,sz300120_daily,sz300128_daily
2024-08-22,19.32,60.53,240.15,691.02,224.83,60.27,24.4,14.59,55.46,142.58,33.69,6.55,30.07,35.83,20.5,17.53,17.62,15.97,11.91,23.59,34.79,55.62,13.07,30.51,63.66,26.18,208.93,52.0,205.9,56.27,24.91,122.45,14.34,20.58,53.63,14.64,53.67,31.39,48.65,78.21,34.29,130.38,18.16,32.57
2024-08-23,19.26,58.13,242.28,706.32,225.47,60.01,24.33,14.83,55.3,142.53,32.71,6.63,29.79,35.99,20.48,17.54,17.65,15.99,10.37,23.61,34.25,55.78,13.15,30.47,70.0,28.81,209.91,52.43,206.28,57.2,27.4,134.67,14.41,20.64,53.63,13.75,51.72,30.14,48.49,80.19,32.61,132.22,17.88,33.37
2024-08-26,19.56,56.45,241.21,700.92,225.89,60.58,24.49,14.83,54.38,141.06,34.04,6.73,30.31,36.56,20.71,17.88,17.66,16.32,10.96,23.53,34.24,56.75,13.22,30.27,74.15,27.94,209.59,52.93,215.55,57.97,27.54,148.16,14.52,20.85,53.63,14.13,51.57,31.47,48.41,88.32,32.33,135.16,17.85,34.17
2024-08-27,18.72,54.65,236.27,690.12,215.66,58.29,24.06,14.38,53.38,138.81,33.37,6.4,29.72,36.24,21.28,17.39,17.28,16.03,11.23,23.07,33.19,54.59,12.83,29.82,71.95,27.46,201.88,51.54,202.38,54.07,27.26,163.0,14.0,20.26,51.13,13.2,49.56,29.81,47.42,82.9,31.57,130.87,17.3,32.97
2024-08-28,19.08,54.79,236.41,699.57,218.22,57.91,24.16,14.02,52.17,139.12,33.1,6.47,30.83,36.49,21.94,17.3,17.53,16.05,11.03,23.47,33.02,54.53,12.88,30.0,70.24,26.04,201.06,51.33,203.77,54.41,28.43,179.27,14.0,20.42,52.48,13.33,47.61,28.48,47.25,79.83,31.68,133.08,17.3,33.67
2024-08-29,19.56,55.28,232.27,710.36,220.35,59.56,24.88,14.7,52.58,136.97,32.91,6.68,30.76,37.63,22.3,18.45,17.94,16.3,11.13,24.56,33.91,55.41,13.55,31.03,65.85,25.8,204.51,51.83,215.0,57.29,27.92,186.09,14.56,20.74,55.66,13.88,48.64,29.31,49.97,95.73,32.44,139.7,17.95,34.27
2024-08-30,19.99,58.9,235.47,734.66,222.91,62.38,25.64,15.14,53.9,143.39,31.8,6.93,31.5,37.97,22.15,18.63,18.37,16.72,11.13,24.98,34.53,57.07,13.83,31.37,67.56,26.47,224.99,53.44,222.42,59.24,28.9,204.74,14.56,20.64,56.21,14.47,49.46,30.97,50.88,98.8,33.37,143.14,18.64,33.87
2024-09-02,19.81,55.74,231.73,712.61,216.51,60.7,24.88,13.84,51.15,138.45,30.92,6.73,31.28,37.69,22.09,17.47,18.18,15.87,10.79,24.29,33.71,54.25,13.41,30.19,64.39,26.06,224.33,52.0,212.59,56.36,27.77,225.22,14.34,20.48,54.43,14.26,47.56,30.14,49.64,100.24,32.55,140.32,18.16,32.87
2024-10-15,24.94,81.22,255.77,1150.8,266.85,74.66,44.52,15.65,66.56,185.73,35.48,7.98,38.94,44.47,42.42,20.34,24.11,19.63,12.97,34.08,47.11,60.2,15.51,53.17,74.88,33.45,259.07,71.18,227.06,63.81,32.43,206.57,15.49,22.19,67.99,17.6,64.96,41.63,59.44,117.22,48.42,175.76,31.38,45.82
2024-10-16,24.88,80.85,250.03,1150.8,261.73,73.32,43.81,15.53,63.8,179.61,33.23,7.85,38.87,43.46,41.39,20.23,23.94,19.04,13.1,33.52,45.81,59.1,15.26,51.24,75.37,32.01,255.63,72.03,225.95,63.13,32.66,227.2,15.31,22.08,70.19,17.6,63.78,42.05,58.45,115.96,46.19,172.21,37.65,43.63
2024-10-17,24.64,79.97,249.63,1158.9,260.66,73.87,45.29,15.4,62.82,185.54,36.06,7.92,40.61,43.06,41.25,20.33,24.12,19.92,13.1,33.22,45.51,60.44,15.46,53.83,76.34,31.96,258.42,72.49,224.09,62.29,32.1,249.9,15.08,21.87,68.62,17.52,64.91,42.13,58.37,118.3,48.37,174.78,43.24,43.03
2024-10-18,25.18,87.96,260.58,1264.17,272.82,78.17,49.25,16.54,70.61,206.74,38.33,8.48,42.1,45.08,43.22,21.11,26.29,21.43,13.32,35.32,47.69,64.58,16.16,57.76,83.9,33.06,272.35,77.56,234.11,64.41,32.9,245.85,15.42,22.24,72.01,18.19,69.32,43.05,60.84,124.44,54.4,184.59,44.75,45.42
2024-11-06,42.93,133.22,292.37,1371.69,296.5,105.58,51.04,16.82,70.04,183.65,39.0,9.18,49.06,49.8,41.18,24.89,25.67,23.32,13.8,32.55,45.97,60.42,17.04,60.6,155.12,33.52,338.38,80.82,238.84,78.22,44.41,251.17,19.1,24.43,83.87,23.14,88.97,48.29,65.94,127.33,72.55,228.75,51.73,56.68
2024-12-13,34.9,119.86,297.71,1355.05,273.25,86.04,49.09,17.08,69.66,309.19,39.23,9.74,45.06,49.53,44.6,25.29,25.23,23.0,14.74,37.62,48.35,56.59,21.82,63.36,126.83,35.09,322.98,76.72,224.83,78.98,45.82,200.91,18.66,23.31,100.31,23.91,80.91,72.94,62.98,128.6,70.86,216.73,39.06,59.37
2024-12-16,34.6,116.9,315.21,1341.1,267.7,83.65,48.58,16.69,70.61,282.67,38.84,9.59,42.98,48.39,43.05,24.62,24.62,22.4,14.71,36.72,47.35,59.0,21.32,75.22,123.66,34.8,315.28,75.75,222.61,78.3,44.79,196.82,18.51,22.99,95.05,23.69,77.37,84.68,62.65,124.99,69.78,210.11,38.2,57.27
2024-12-18,32.73,113.96,326.56,1344.25,267.7,84.55,48.31,16.25,70.45,308.45,37.99,9.24,41.37,47.03,41.19,24.65,24.44,22.93,14.49,36.33,45.45,55.25,21.09,69.01,121.22,34.05,318.56,74.99,219.73,79.66,43.0,196.66,18.81,23.42,96.83,22.55,76.71,78.18,60.59,124.99,63.69,210.11,36.66,56.58
2024-12-19,32.79,113.01,329.77,1346.05,269.84,86.01,48.34,16.3,72.49,322.45,38.03,9.53,41.69,46.34,40.7,26.0,24.87,22.84,14.97,36.8,45.55,57.16,22.41,71.53,133.42,33.98,327.73,78.11,222.98,79.58,42.3,195.54,19.25,23.68,99.92,22.47,76.24,69.77,60.92,127.7,62.98,212.19,36.35,56.98
2024-12-20,34.12,124.32,330.43,1349.2,274.1,86.63,49.26,16.44,74.26,380.35,39.44,9.93,42.82,47.29,44.4,27.43,25.82,23.38,15.33,38.17,52.4,59.89,22.82,76.75,136.34,34.58,331.5,79.25,224.28,79.32,42.16,196.74,18.88,23.47,103.06,23.02,79.37,71.6,61.25,127.88,66.3,211.95,37.96,57.27
2025-02-17,24.03,112.3,430.34,1557.94,261.52,85.08,54.0,16.87,76.59,336.33,35.63,9.76,45.97,44.49,39.32,30.04,28.08,21.19,14.65,44.98,67.05,73.36,30.94,94.0,122.93,31.76,336.75,107.05,222.42,76.78,39.01,190.82,18.58,24.54,139.96,20.35,70.5,59.2,55.4,121.19,59.4,296.82,32.62,51.3
2025-02-18,23.07,106.51,450.24,1472.91,255.54,82.02,52.7,16.92,73.63,327.36,33.8,9.34,45.46,43.35,37.6,30.2,26.74,21.08,14.29,43.42,61.94,72.6,31.34,90.18,116.34,30.97,323.15,108.06,221.21,75.34,37.69,185.29,18.17,24.22,133.64,19.34,67.16,55.45,54.0,117.4,56.03,284.31,30.7,49.7
2025-02-19,23.61,111.84,451.84,1510.7,264.08,84.91,54.63,17.27,75.1,339.88,35.13,9.79,46.49,45.76,39.83,31.33,30.51,21.58,14.48,45.37,64.6,75.67,33.79,92.2,118.54,31.67,342.65,108.57,223.07,76.61,38.16,186.57,18.02,24.06,160.36,19.84,70.24,56.62,56.23,119.03,57.66,298.78,31.66,49.8
2025-03-11,21.92,104.51,392.27,1387.44,261.94,86.9,65.99,18.89,80.86,315.19,37.51,10.39,53.89,49.08,43.68,28.79,28.58,21.85,13.96,44.3,60.85,71.45,42.3,75.63,132.2,30.27,323.96,104.26,228.55,73.98,43.05,179.2,17.54,23.52,199.0,19.55,76.24,70.11,90.72,120.29,60.76,340.85,34.12,63.05
2025-03-12,22.64,105.22,392.67,1393.74,272.4,86.44,64.48,18.98,80.04,323.52,37.31,10.57,53.62,49.08,43.04,28.78,28.78,20.94,13.98,45.83,59.71,71.91,40.83,82.32,133.66,30.68,331.34,111.78,229.01,73.22,43.42,180.24,17.35,23.31,195.52,20.06,75.17,73.27,88.74,121.37,62.82,333.62,33.95,66.14
2025-03-13,21.68,102.05,386.4,1360.89,272.4,84.31,63.75,17.93,77.08,323.76,36.99,10.21,52.36,47.82,42.62,27.13,27.68,20.86,13.86,47.77,57.96,70.07,39.44,83.77,128.29,30.15,322.33,106.88,223.44,71.86,41.69,175.12,17.47,23.04,180.17,19.29,72.96,78.93,81.17,117.76,61.46,319.02,32.92,64.15
2025-03-14,22.04,103.88,415.65,1425.68,272.82,85.51,64.65,18.35,79.14,326.17,37.09,10.46,53.11,48.4,43.96,28.22,28.2,21.07,14.16,49.26,59.2,72.21,40.55,82.66,129.27,30.92,329.37,110.18,226.78,73.3,42.16,176.24,17.69,23.52,185.47,20.14,73.63,76.18,81.83,121.01,64.07,337.05,33.61,66.74
2025-03-31,18.96,97.03,363.42,1261.47,253.62,77.86,61.91,16.94,80.16,329.65,34.41,9.5,50.85,44.91,39.0,29.06,26.77,21.16,12.83,45.75,55.17,65.67,36.48,69.9,112.44,29.02,305.28,96.36,212.59,69.41,38.11,188.41,16.57,22.19,159.3,18.7,66.09,62.45,74.75,111.44,60.48,305.9,29.29,59.67
2025-04-01,19.14,97.29,370.64,1242.12,255.76,77.89,61.43,16.99,79.29,324.38,35.02,9.62,49.85,45.33,39.57,29.29,27.24,21.54,12.91,44.18,55.2,65.89,35.52,68.95,111.22,29.45,305.12,94.21,213.23,69.91,39.24,186.65,16.65,22.45,156.76,18.83,66.65,60.95,72.86,111.44,63.53,300.38,29.53,58.07
2025-04-02,18.96,96.75,370.24,1252.92,255.33,78.12,62.87,17.05,78.71,314.62,35.67,9.6,50.06,45.69,39.14,30.04,27.16,21.84,12.78,44.46,55.7,66.44,36.24,70.04,110.98,29.41,305.78,100.16,214.44,69.66,38.82,184.57,16.8,22.51,158.41,18.66,66.03,61.28,74.34,111.26,62.82,306.76,29.46,57.87
2025-04-03,18.84,95.63,350.6,1239.88,252.13,76.48,59.29,16.69,76.59,296.33,34.42,9.29,49.16,45.05,38.67,26.51,26.57,21.64,12.93,38.38,56.0,65.05,33.69,65.93,110.98,29.24,303.15,98.47,211.56,69.07,39.15,191.94,16.35,22.24,153.87,18.45,65.47,63.36,72.69,109.45,62.44,285.91,29.36,56.88
2025-04-22,17.21,105.34,310.93,1165.2,259.6,76.24,52.53,14.62,74.56,270.14,30.86,8.57,49.03,49.78,36.4,23.43,27.82,22.29,18.08,36.84,50.73,64.13,27.21,62.8,120.0,27.48,284.47,93.57,190.22,66.61,39.85,197.87,15.05,20.53,150.18,16.97,60.08,52.37,66.68,98.44,56.9,252.42,26.86,49.21
2025-04-23,17.21,105.19,317.88,1180.04,259.81,76.79,53.55,14.78,75.89,280.0,31.11,8.6,50.29,50.35,37.13,24.72,27.52,22.36,17.38,39.48,52.92,64.58,28.56,65.7,119.27,27.58,288.24,93.49,195.6,67.2,38.91,196.34,15.01,20.48,166.05,17.05,60.7,56.45,70.06,99.88,57.17,266.04,27.2,50.2
2025-04-25,16.24,102.97,317.35,1162.95,258.1,77.5,56.43,14.66,75.33,274.43,30.61,8.43,49.03,56.28,36.82,24.38,26.99,22.81,16.76,40.13,56.73,66.35,28.59,65.81,120.24,27.53,286.77,93.66,194.86,66.95,38.91,199.15,15.19,20.64,170.29,16.67,57.88,54.45,68.66,100.6,56.84,262.85,26.38,52.79
2025-04-28,15.4,99.4,320.02,1138.2,260.45,80.4,55.03,14.57,74.33,280.46,31.45,8.41,50.29,57.03,35.94,23.85,27.76,22.78,15.58,40.94,57.56,66.45,28.22,68.41,118.78,27.46,284.14,92.69,193.01,66.69,37.6,194.9,15.01,20.53,160.87,16.59,58.29,53.45,67.92,100.6,56.25,258.55,26.07,50.3
2025-05-06,15.88,103.45,339.78,1200.29,264.08,83.53,56.15,14.8,80.82,316.84,34.68,9.21,52.6,57.41,37.66,25.0,28.9,23.62,16.28,45.02,59.95,71.52,33.88,73.58,135.85,28.68,303.15,98.52,198.94,68.73,39.62,225.74,15.98,20.74,182.33,19.42,62.49,57.78,72.86,106.2,60.31,270.7,27.65,56.28
2025-05-07,16.67,102.51,336.71,1200.74,267.49,82.57,58.36,14.84,80.72,314.32,34.39,9.28,54.53,57.13,39.18,24.79,29.6,23.84,15.98,45.2,63.31,71.86,35.63,72.92,131.95,29.05,301.68,97.71,199.41,69.32,39.76,231.51,15.86,20.69,184.07,20.86,62.03,57.62,72.11,108.73,59.82,267.14,27.79,56.78
2025-05-08,17.21,102.57,349.27,1202.09,268.77,82.02,60.19,15.13,79.7,309.59,34.68,9.24,54.7,57.16,40.6,24.92,29.28,23.34,16.23,45.73,65.11,74.8,34.46,76.56,131.22,28.88,302.66,99.45,200.06,69.58,39.85,223.45,15.86,20.74,181.87,25.05,64.29,58.7,72.2,109.27,60.64,270.57,28.23,56.08
2025-05-09,17.51,99.4,338.31,1173.29,264.08,81.57,58.85,14.83,78.53,284.91,34.3,9.06,52.0,57.17,39.59,24.56,28.78,23.29,15.61,44.88,64.28,73.51,31.98,74.41,131.46,28.83,297.91,95.14,199.78,69.83,39.1,230.95,15.9,20.64,175.84,21.88,62.6,57.53,70.39,107.47,59.05,261.5,27.61,55.58
2025-05-12,18.42,100.46,348.33,1219.18,268.34,82.71,60.59,14.99,80.44,290.36,34.45,9.22,55.66,58.86,45.35,25.4,28.79,23.6,15.69,46.67,63.49,74.1,34.31,76.51,129.76,29.0,302.33,95.69,204.14,71.1,39.38,232.16,16.39,21.01,182.04,21.88,65.32,57.78,74.67,109.63,59.93,279.9,27.99,55.58
2025-05-13,18.05,99.17,349.93,1200.29,267.06,83.76,59.67,14.97,80.71,293.09,34.4,9.07,53.79,57.11,44.48,24.91,28.28,23.51,15.42,46.15,64.55,73.2,33.75,75.63,129.27,28.88,299.88,93.83,204.51,71.19,38.91,224.09,16.13,20.96,178.98,21.62,64.03,56.87,73.1,108.73,59.27,276.71,27.34,54.09
2025-05-14,18.96,99.97,371.04,1232.68,268.34,83.14,59.72,14.94,81.24,287.78,34.39,9.02,53.42,55.73,44.5,24.64,27.94,23.33,15.34,46.07,63.45,73.07,33.38,75.7,130.0,28.64,300.53,94.54,203.86,71.27,38.72,225.3,16.13,21.12,177.71,22.51,63.78,56.78,72.86,109.09,59.49,274.5,27.31,54.19
2025-05-15,19.26,97.09,371.44,1193.99,265.57,81.64,58.48,14.63,80.04,284.02,34.08,8.85,52.27,56.14,43.51,23.9,27.02,23.18,15.27,45.49,63.25,71.39,31.58,72.74,127.07,28.4,293.32,88.88,200.8,70.42,38.35,229.25,15.98,20.8,175.25,23.27,63.78,56.28,71.13,107.83,58.73,266.04,26.76,52.59
2025-06-24,20.59,93.42,394.46,1358.65,260.02,77.81,65.01,14.27,81.36,277.7,36.49,10.1,58.72,55.06,49.77,26.45,27.43,24.44,17.14,47.0,65.66,90.83,27.45,84.69,123.66,34.17,290.58,81.9,212.03,70.34,38.36,199.43,16.09,21.28,168.56,21.92,65.78,54.12,66.93,107.29,61.18,257.72,30.94,53.09
2025-06-25,20.41,97.41,401.02,1458.44,261.3,80.51,67.92,14.39,83.14,295.24,37.03,10.18,61.08,55.41,51.73,26.34,27.44,24.68,17.26,48.42,65.9,90.6,29.04,85.34,125.85,33.74,299.86,85.81,214.76,70.68,38.59,203.46,16.13,21.44,171.11,22.04,66.7,54.62,67.34,108.02,63.31,261.42,31.07,53.49
2025-06-26,19.87,96.0,402.93,1518.04,259.17,79.18,66.64,14.32,82.13,289.71,37.11,10.04,61.0,57.47,52.58,26.3,27.1,24.38,17.04,48.03,65.16,89.93,27.93,86.99,123.17,33.57,302.51,85.51,215.33,70.25,38.55,201.44,15.98,21.39,167.63,21.79,66.8,53.7,67.09,107.29,62.11,256.61,32.31,54.49
2025-06-27,20.05,96.26,411.81,1522.56,260.02,79.44,67.71,14.38,82.49,281.36,40.22,10.11,60.86,57.5,52.82,26.29,27.52,24.52,17.25,47.73,64.84,91.21,27.9,90.7,124.39,32.75,306.48,85.13,215.23,71.86,38.74,221.6,16.16,21.49,168.05,22.0,66.7,53.54,67.09,107.66,62.06,259.94,34.12,55.38
2025-06-30,20.59,98.27,411.81,1514.43,264.93,80.13,70.66,14.72,84.39,293.77,38.92,10.17,62.02,58.73,53.6,26.74,28.02,25.3,17.47,48.25,67.44,92.79,28.44,91.28,125.85,34.39,310.46,85.98,214.48,72.2,39.11,216.52,16.13,21.6,172.38,22.26,67.73,53.62,67.67,108.75,63.15,264.14,34.36,55.58
2025-07-01,20.77,100.97,416.59,1448.96,263.84,79.97,69.4,14.57,84.39,289.57,41.21,10.24,60.91,60.28,53.35,26.96,28.33,26.41,17.0,47.69,66.96,93.92,29.24,88.1,125.37,34.1,310.3,86.19,212.03,71.78,39.39,217.32,16.27,21.6,169.84,22.3,67.78,52.87,70.3,108.02,62.66,261.67,36.25,55.08
2025-07-09,20.11,95.4,448.41,1525.27,267.04,82.57,69.07,14.45,83.36,297.49,41.45,10.05,58.66,56.82,50.77,26.43,27.44,25.84,17.14,49.92,68.36,94.14,28.47,87.29,127.07,32.53,306.32,85.73,210.9,72.88,39.39,210.31,16.27,21.55,165.17,23.23,65.42,52.12,67.5,109.12,61.67,254.88,31.62,53.79
2025-07-10,20.05,96.09,466.44,1508.11,267.68,82.19,68.95,14.55,83.18,314.64,40.38,10.1,58.88,56.27,51.41,26.19,27.5,27.32,16.86,49.29,67.24,94.73,28.08,88.14,128.54,32.49,304.99,86.32,211.37,73.73,39.82,210.47,16.65,21.82,160.92,23.19,65.11,51.96,67.5,109.3,61.62,253.15,31.35,52.29
2025-07-11,20.11,97.09,444.31,1558.68,267.68,82.21,68.27,14.63,85.45,310.32,39.77,10.17,58.59,57.03,52.22,25.81,27.96,27.21,17.05,49.49,67.86,93.44,27.99,85.84,129.76,32.41,306.48,90.06,211.56,73.64,39.77,211.52,16.83,21.98,165.29,22.81,65.88,52.95,68.16,109.85,61.73,254.76,31.21,52.29
2025-07-14,19.93,96.4,449.5,1501.79,265.97,81.59,65.87,14.7,85.12,307.18,40.0,10.3,57.67,57.23,52.87,25.61,27.85,27.04,18.7,50.01,71.48,90.44,28.12,90.38,128.05,32.46,304.5,89.08,211.18,74.07,39.39,215.23,17.06,21.93,171.32,22.81,65.67,53.87,68.99,110.03,62.0,256.61,30.97,53.09
2025-07-15,19.74,96.29,487.61,1521.66,265.55,82.95,66.64,14.6,87.79,317.9,39.63,10.21,57.59,58.01,53.43,26.95,27.69,26.6,19.86,51.67,70.42,92.43,28.87,90.9,121.46,31.91,307.81,90.1,211.93,75.25,38.92,212.97,16.76,21.49,177.05,22.21,64.75,52.29,68.9,109.48,61.4,259.82,30.6,52.59
2025-07-16,20.47,96.69,476.68,1493.21,263.62,82.57,67.04,14.67,87.44,311.46,38.9,10.22,57.05,54.79,54.59,27.49,27.69,26.64,19.59,51.95,69.63,104.08,30.6,92.24,122.44,32.13,306.15,89.59,212.88,75.51,39.11,211.28,16.65,21.39,188.43,22.26,65.16,52.79,68.82,109.3,62.27,258.71,30.63,52.49
2025-07-17,20.47,98.21,511.65,1509.01,267.68,83.76,67.68,14.96,88.79,312.67,40.46,10.3,61.59,55.41,55.61,27.68,27.95,26.82,19.64,51.73,70.58,106.04,30.32,96.47,122.93,32.32,312.45,89.13,213.54,76.95,39.11,216.28,17.17,21.87,185.63,22.89,66.44,53.7,69.97,111.12,63.91,267.59,31.01,54.78
2025-07-18,20.47,97.7,498.54,1520.75,266.83,88.4,66.16,14.93,88.16,308.83,40.21,10.37,61.35,55.33,56.64,27.15,27.93,26.84,20.24,51.49,69.53,105.22,29.56,94.19,122.44,32.27,310.13,89.68,213.63,76.86,39.07,219.66,16.98,21.6,182.19,22.68,66.39,53.62,69.64,110.58,63.58,263.03,30.42,53.79
2025-07-22,20.59,97.55,525.31,1473.79,268.11,87.42,66.95,14.94,85.75,310.0,39.37,10.87,58.67,54.9,56.23,27.41,28.36,26.71,19.67,52.11,83.21,116.76,29.41,93.13,121.71,31.79,307.81,90.7,217.96,76.69,39.72,215.87,17.54,22.25,178.5,22.47,66.7,53.12,73.18,111.12,64.19,263.89,30.22,53.59
2025-07-23,20.35,97.06,521.07,1492.31,266.83,86.58,68.25,14.93,85.96,309.81,39.14,10.97,58.91,54.99,57.22,28.02,28.52,27.56,20.1,52.36,80.14,115.75,29.24,91.31,120.0,31.52,305.33,90.66,213.91,76.86,39.39,213.05,17.43,22.2,177.35,22.0,65.67,52.54,71.7,110.39,62.88,260.56,29.74,52.79
2025-07-24,20.29,98.27,530.64,1529.78,272.6,87.18,69.81,15.33,86.12,310.56,39.58,11.03,58.9,55.41,57.49,28.3,28.95,27.35,20.65,52.05,80.11,116.99,31.05,91.59,121.46,31.81,309.63,92.74,218.25,77.54,39.82,213.94,17.47,22.36,177.82,22.43,67.06,53.29,71.87,111.49,63.31,262.78,30.22,53.09
2025-07-25,20.23,100.28,519.71,1513.98,274.09,88.69,68.08,15.31,87.07,319.69,40.36,11.37,59.58,58.49,58.95,29.09,30.21,28.45,21.09,52.54,81.67,115.43,31.07,92.09,120.73,32.17,311.45,98.48,218.53,77.54,39.68,213.54,17.36,22.2,178.92,22.55,67.47,53.79,71.7,112.04,63.42,264.63,30.22,53.99
