date,sh600000_daily,sh600016_daily,sh600036_daily,sh601166_daily,sh601169_daily,sh601229_daily,sh601288_daily,sh601318_daily,sh601328_daily,sh601336_daily,sh601398_daily,sh601601_daily,sh601628_daily,sh601818_daily,sh601916_daily,sh601939_daily,sh601988_daily,sh601998_daily,sz000001_daily,sz002142_daily
2024-02-27,111.0,134.67,186.08,84.14,22.84,21.1,8.32,122.65,15.15,40.33,11.9,39.17,39.49,5.87,3.46,15.47,10.32,11.83,1329.62,51.46
2024-02-28,110.38,135.0,185.16,84.03,22.97,21.07,8.32,121.31,15.08,39.51,11.97,38.48,38.97,5.87,3.44,15.39,10.32,11.74,1328.35,50.87
2024-02-29,111.15,134.67,185.28,84.64,22.97,21.14,8.38,122.03,15.1,40.18,11.97,38.77,39.39,5.89,3.47,15.5,10.34,11.78,1341.02,51.16
2024-03-01,110.53,135.33,184.7,84.29,23.06,21.27,8.48,122.28,15.22,40.61,11.99,38.24,38.9,5.89,3.48,15.56,10.36,11.8,1328.35,50.59
2024-03-04,109.91,134.0,182.27,83.42,23.01,21.1,8.48,120.43,15.08,38.82,11.95,37.77,38.13,5.85,3.46,15.5,10.43,11.65,1308.09,49.44
2024-03-05,111.31,135.67,186.08,84.44,23.41,21.43,8.68,121.77,15.41,39.09,12.26,38.47,38.62,5.98,3.48,15.81,10.64,11.96,1320.76,50.04
2024-03-06,110.69,135.67,184.29,83.88,23.46,21.23,8.52,120.89,15.22,38.71,12.02,37.94,38.15,5.95,3.46,15.63,10.53,11.82,1308.09,49.58
2024-03-07,111.0,136.0,185.04,83.93,23.77,21.33,8.56,122.48,15.34,38.42,12.08,37.77,37.86,5.98,3.47,15.72,10.57,11.8,1314.42,49.4
2024-03-08,110.69,135.67,183.14,83.78,24.17,21.43,8.54,121.97,15.29,38.51,12.11,37.7,37.77,5.95,3.49,15.74,10.53,11.72,1314.42,49.1
2024-03-11,110.53,135.0,182.04,83.88,23.86,21.3,8.48,122.77,15.27,39.18,12.06,37.97,38.17,5.95,3.52,15.65,10.43,11.69,1325.82,49.33
2024-03-12,110.38,134.0,184.75,83.83,23.32,21.01,8.28,124.61,14.98,39.59,11.68,37.95,38.91,5.87,3.53,15.21,10.16,11.39,1337.22,50.41
2024-03-13,109.44,132.33,182.27,82.92,23.63,20.88,8.24,121.26,14.93,37.94,11.61,35.26,37.56,5.89,3.51,15.19,10.09,11.36,1308.09,49.76
2024-03-14,109.44,131.67,180.71,82.81,23.63,21.01,8.32,120.75,14.91,37.82,11.66,34.97,37.42,5.89,3.53,15.19,10.11,11.32,1295.43,48.55
2024-03-15,110.22,133.0,180.3,83.32,24.21,21.39,8.32,120.83,14.91,37.77,11.7,34.72,37.21,6.02,3.54,15.12,10.06,11.38,1342.28,48.59
2024-03-18,110.22,132.67,180.01,83.22,24.21,21.3,8.26,121.06,14.88,38.4,11.63,35.29,38.15,5.95,3.57,15.01,10.06,11.43,1334.69,48.78
2024-03-19,108.98,131.67,178.1,82.31,24.03,21.27,8.18,118.98,14.76,38.01,11.57,34.91,37.52,5.91,3.59,14.88,9.92,11.38,1316.96,48.11
2024-03-20,109.29,132.0,180.3,82.76,24.34,21.2,8.26,119.24,14.96,38.46,11.68,35.06,37.76,5.96,3.65,14.92,10.06,11.56,1323.29,48.11
2024-03-21,110.38,132.0,182.44,83.02,24.96,21.3,8.28,119.55,14.98,38.6,11.72,35.06,37.59,6.02,3.67,14.96,10.11,11.65,1325.82,48.64
2024-03-22,109.44,132.0,180.42,82.71,25.05,21.49,8.36,115.37,15.03,37.48,11.79,34.29,36.89,6.0,3.68,15.19,10.16,11.23,1311.89,47.6
2024-03-25,109.75,132.33,181.29,82.81,25.14,21.62,8.42,115.03,15.13,37.09,11.88,34.02,36.56,6.04,3.7,15.16,10.18,11.39,1316.96,47.21
2024-03-26,111.15,133.67,187.36,83.68,25.27,21.75,8.46,116.34,15.29,37.56,11.97,34.31,37.2,6.13,3.74,15.36,10.27,11.43,1342.28,47.9
2024-03-27,111.46,135.67,186.78,84.34,25.27,21.78,8.56,115.63,15.49,37.03,12.04,34.2,36.54,6.15,3.72,15.39,10.39,11.52,1333.42,48.09
2024-03-28,111.46,135.33,186.08,82.61,25.05,21.72,8.34,115.74,15.05,36.95,11.79,34.23,37.02,5.71,3.67,15.12,10.13,11.32,1328.35,47.81
2024-03-29,110.84,135.0,186.2,80.22,25.1,21.75,8.46,116.08,15.27,36.53,11.86,34.81,37.02,5.71,3.73,15.21,10.18,11.43,1332.15,47.37
2024-04-01,112.4,134.0,188.74,80.48,25.32,21.94,8.46,117.33,15.61,37.4,11.88,35.9,38.23,5.67,3.72,15.3,10.32,11.45,1347.35,49.42
2024-04-02,113.02,135.33,188.22,79.26,25.27,22.04,8.54,116.62,15.66,37.56,11.99,35.82,37.76,5.63,3.75,15.41,10.41,11.49,1335.95,49.9
2024-04-08,113.17,133.67,187.36,78.7,25.45,22.07,8.68,114.4,15.78,36.75,12.13,35.32,36.62,5.62,3.72,15.58,10.48,11.78,1320.76,48.71
2024-04-09,112.86,132.67,186.84,78.59,25.32,21.94,8.56,114.09,15.68,36.52,11.97,35.12,36.25,5.62,3.72,15.52,10.39,11.67,1316.96,48.5
2024-04-10,113.02,132.33,187.88,79.92,25.27,22.01,8.58,111.5,15.82,35.56,11.99,34.44,35.76,5.6,3.73,15.56,10.41,11.85,1301.76,46.98
2024-04-11,112.55,131.33,186.78,79.56,25.1,22.11,8.54,110.79,15.82,35.59,11.95,34.7,35.85,5.6,3.75,15.45,10.36,11.85,1297.96,47.74
2024-04-12,110.84,130.33,185.74,78.75,24.83,21.94,8.56,107.46,15.78,34.2,11.95,33.46,34.46,5.52,3.68,15.56,10.39,11.87,1273.9,48.59
2024-04-15,113.49,132.67,189.84,80.17,25.1,22.24,8.74,109.11,16.09,35.72,12.17,35.76,35.74,5.63,3.72,15.81,10.62,12.29,1303.03,48.96
2024-04-16,112.86,131.67,189.38,80.98,25.05,22.17,8.86,108.88,16.14,34.97,12.29,35.32,35.24,5.62,3.67,15.87,10.73,12.11,1301.76,48.64
2024-04-17,114.11,134.33,192.56,82.25,25.5,22.53,8.92,110.79,16.28,35.79,12.35,35.59,35.8,5.74,3.73,16.12,10.78,13.32,1344.82,50.87
2024-04-18,113.95,135.33,194.59,82.86,25.72,22.72,8.98,112.92,16.5,37.35,12.4,36.73,36.98,5.84,3.75,16.16,10.85,14.53,1367.61,51.28
2024-04-19,114.11,134.33,194.41,82.25,25.72,22.79,9.08,112.13,16.62,36.69,12.47,36.71,36.49,5.78,3.73,16.27,10.92,13.32,1353.68,51.14
2024-04-22,113.33,133.0,192.79,82.0,25.5,22.66,9.0,113.29,16.47,36.74,12.31,36.85,36.97,5.73,3.69,16.16,10.78,12.86,1329.62,50.64
2024-04-24,114.42,132.33,193.49,80.88,25.01,22.59,8.98,115.48,16.64,37.15,12.29,37.47,37.62,5.69,3.67,16.03,10.71,12.73,1333.42,50.06
2024-04-25,115.2,132.67,198.92,82.2,25.19,22.92,9.1,116.79,16.71,37.23,12.33,38.14,37.75,5.74,3.69,16.03,10.76,12.75,1343.55,50.96
2024-05-14,122.5,129.67,204.36,87.03,25.14,24.31,8.68,120.35,16.69,39.97,12.06,41.92,41.43,5.82,3.72,15.58,10.22,12.66,1381.54,55.92
2024-05-15,122.66,129.33,202.68,86.47,25.23,24.5,8.68,119.01,16.64,39.3,12.08,41.31,41.1,5.78,3.69,15.58,10.27,12.49,1371.41,57.07
2024-05-16,124.68,130.0,209.62,88.36,25.5,24.79,8.7,122.45,16.79,40.79,12.15,42.27,42.04,5.82,3.73,15.87,10.34,12.77,1414.46,59.36
2024-05-17,126.85,132.0,213.09,89.98,25.72,25.12,8.76,128.57,16.93,42.26,12.29,43.81,42.82,5.89,3.75,15.81,10.39,12.86,1446.12,59.39
2024-05-20,129.34,132.33,210.37,90.8,25.41,24.76,8.74,129.31,16.84,42.62,12.26,45.1,43.25,5.95,3.79,15.74,10.34,12.81,1441.05,58.54
2024-05-21,130.9,133.0,209.56,91.66,25.67,25.02,8.82,129.14,16.96,42.73,12.35,44.95,43.12,5.96,3.82,15.81,10.43,12.9,1462.58,59.06
2024-05-22,132.61,134.33,208.52,92.42,26.12,25.47,8.84,129.14,17.08,43.06,12.38,44.84,42.64,6.02,3.85,15.85,10.48,12.99,1463.85,58.86
2024-05-23,132.45,133.0,205.28,92.07,26.12,25.57,8.8,127.37,17.03,42.36,12.33,44.9,42.52,5.96,3.82,15.74,10.46,13.04,1443.59,58.67
2024-05-24,131.21,132.67,200.89,90.95,25.94,25.47,8.78,124.84,16.93,41.64,12.22,43.75,41.49,5.93,3.8,15.65,10.36,12.97,1432.19,57.98
2024-05-27,132.76,132.67,203.2,92.68,26.03,25.96,8.9,125.44,17.1,42.03,12.31,44.42,41.49,6.0,3.83,15.74,10.43,13.41,1457.52,58.12
2024-05-28,132.76,131.33,201.41,93.13,26.07,25.86,8.92,124.47,17.08,40.49,12.33,44.17,41.47,5.96,3.79,15.74,10.36,13.39,1443.59,57.41
2024-06-13,126.39,125.67,189.79,87.29,25.1,24.34,8.9,117.47,16.96,38.06,12.2,42.54,39.68,5.69,3.56,15.83,10.29,11.72,1367.61,51.21
2024-06-14,126.54,125.67,195.51,88.76,25.01,24.18,8.96,119.1,16.38,38.81,12.35,43.33,40.8,5.74,3.57,15.78,10.36,11.87,1381.04,52.5
2024-06-17,125.92,124.33,195.05,88.25,24.61,23.69,8.79,118.27,16.55,38.32,12.2,43.09,40.72,5.69,3.53,15.65,10.25,11.83,1370.19,51.49
2024-06-18,125.77,125.0,194.93,88.41,24.74,23.82,8.82,118.7,16.71,38.57,12.24,43.12,40.56,5.69,3.53,15.72,10.27,11.98,1367.47,51.37
2024-06-19,127.79,125.67,197.48,89.58,24.88,24.11,8.9,119.47,17.22,38.26,12.35,43.13,40.65,5.71,3.52,15.92,10.36,11.98,1376.97,51.53
2024-06-20,127.48,124.33,196.67,87.95,24.96,24.21,8.94,118.07,17.29,38.1,12.4,43.1,40.93,5.67,3.48,16.0,10.39,11.94,1363.4,50.93
2024-06-24,126.7,122.67,197.01,88.56,24.88,24.21,8.96,118.9,17.51,37.35,12.51,43.12,40.63,5.67,3.48,16.05,10.39,11.94,1353.91,50.8
2024-06-26,127.63,124.67,196.96,88.1,25.19,24.21,9.03,118.47,17.65,37.29,12.64,41.98,40.2,5.73,3.56,16.18,10.53,12.09,1367.47,51.28
2024-06-27,127.79,125.33,198.11,88.71,25.67,24.56,9.11,117.82,17.92,36.77,12.8,42.24,40.28,5.8,3.62,16.38,10.66,12.24,1374.26,51.03
2024-06-28,127.94,126.33,197.71,89.58,25.9,25.04,9.19,117.65,17.99,36.79,12.8,42.16,40.33,5.8,3.66,16.38,10.69,12.27,1376.97,50.66
2024-07-02,132.61,129.0,202.85,91.1,26.43,25.87,9.53,119.95,18.4,38.31,13.41,42.96,40.14,5.96,3.77,17.05,11.01,12.79,1410.89,53.05
2024-07-03,132.61,128.67,199.27,89.98,26.34,25.52,9.47,120.23,18.35,38.46,13.23,43.51,40.15,5.98,3.75,16.85,10.9,12.53,1398.68,51.65
2024-07-04,132.14,128.33,200.72,89.58,26.25,25.42,9.55,119.41,18.71,37.94,13.39,43.3,39.9,6.0,3.73,17.02,10.96,12.55,1391.89,51.49
2024-07-05,129.65,127.67,195.92,87.39,25.67,25.0,9.41,116.96,18.26,36.7,13.09,42.28,38.94,5.89,3.68,16.74,10.71,12.16,1352.55,50.22
2024-07-08,131.05,128.33,196.55,87.85,25.67,25.0,9.49,116.17,18.52,36.58,13.23,42.74,39.29,5.93,3.67,16.96,10.85,12.29,1347.12,49.4
2024-07-09,134.32,129.0,199.33,88.87,25.72,25.28,9.55,118.1,18.64,37.3,13.34,43.75,39.71,5.98,3.72,16.98,10.96,12.31,1366.12,49.83
2024-07-10,135.09,129.67,200.54,89.85,26.05,25.07,9.6,119.07,18.68,37.64,13.48,43.78,40.62,6.0,3.72,17.13,10.99,12.44,1375.61,50.38
2024-07-11,133.69,129.67,201.72,89.15,25.81,24.9,9.51,119.3,18.6,37.67,13.32,42.75,40.63,5.95,3.71,17.02,10.87,12.28,1374.26,50.07
2024-07-12,137.43,131.64,208.46,91.31,26.42,25.31,9.7,121.4,18.81,38.02,13.66,43.47,41.52,6.04,3.75,17.21,11.03,12.48,1398.68,51.79
2024-07-15,138.05,132.7,207.11,92.12,26.84,25.76,9.95,120.97,19.01,38.08,13.93,44.18,41.45,6.07,3.77,17.72,11.22,12.65,1401.39,52.38
2024-07-16,137.74,133.05,207.18,91.96,26.75,25.73,9.93,117.16,18.96,37.18,13.92,44.35,41.09,6.11,3.77,17.65,11.29,12.48,1397.32,51.86
2024-07-18,141.36,134.11,209.01,92.5,26.66,25.73,9.95,120.52,18.91,38.13,13.96,46.8,42.45,6.16,3.77,17.77,11.33,12.53,1412.24,53.49
2024-07-19,140.71,133.76,210.0,92.66,26.42,25.83,9.93,122.4,18.88,38.4,13.96,46.63,42.18,6.16,3.8,17.63,11.35,12.4,1406.82,52.71
2024-07-22,138.29,132.7,204.42,90.77,25.86,25.49,9.79,122.31,18.88,38.1,13.8,46.3,41.71,6.07,3.75,17.35,11.3,12.13,1387.82,51.49
2024-07-23,138.46,131.99,204.42,91.63,25.91,25.73,10.0,121.71,19.24,37.57,14.2,45.61,40.91,6.09,3.77,17.7,11.57,12.23,1381.04,51.06
2024-07-24,137.81,129.17,203.44,91.04,25.72,25.83,10.06,121.06,19.44,37.45,14.32,45.06,40.23,6.14,3.73,17.72,11.57,12.28,1374.26,50.87
2024-08-08,135.07,121.41,195.77,88.93,25.2,24.93,9.64,120.31,18.45,36.58,13.87,42.49,38.93,6.06,3.66,17.42,11.23,11.76,1348.48,49.27
2024-08-09,137.49,121.41,198.22,88.55,25.2,25.04,9.72,119.69,18.53,36.54,13.99,42.91,38.67,6.04,3.67,17.56,11.26,11.8,1362.05,48.89
2024-08-12,138.29,120.0,196.94,88.06,25.06,24.87,9.79,119.72,18.65,36.33,14.15,43.0,38.84,5.98,3.66,17.75,11.33,11.76,1357.98,48.08
2024-08-13,138.46,121.05,195.83,88.28,25.39,25.21,9.83,120.19,18.86,36.86,14.18,43.32,39.09,6.02,3.68,17.89,11.43,11.98,1349.84,47.94
2024-08-14,138.13,120.0,195.34,88.06,25.44,25.11,9.83,119.34,19.06,36.46,14.22,43.4,38.77,6.02,3.72,17.84,11.47,12.17,1345.77,47.4
2024-08-15,140.87,121.76,200.86,89.74,25.67,25.35,9.87,121.78,19.24,37.03,14.29,43.35,39.77,6.14,3.7,18.0,11.55,12.38,1360.69,47.68
2024-08-16,142.65,122.47,203.25,90.44,25.95,25.76,10.04,122.64,19.57,37.16,14.51,43.69,40.4,6.21,3.73,18.4,11.69,12.53,1374.26,46.83
2024-08-19,145.39,123.88,204.91,91.69,26.38,26.14,10.31,123.99,20.05,38.15,14.81,44.9,41.34,6.29,3.68,18.8,11.96,12.73,1395.96,47.87
2024-08-20,143.61,122.82,205.27,91.09,26.42,26.28,10.38,123.55,20.15,37.88,15.1,44.75,41.18,6.27,3.63,19.1,12.06,12.69,1402.75,49.24
2024-08-21,144.42,122.47,203.8,90.71,25.91,26.04,10.27,123.7,20.15,37.28,14.89,43.95,41.08,6.23,3.63,18.94,12.03,12.77,1404.1,48.67
2024-08-22,145.23,123.17,204.17,90.98,26.33,26.35,10.35,122.93,20.22,37.06,15.17,43.74,41.34,6.27,3.62,19.19,12.33,12.88,1408.17,49.24
2024-08-23,145.06,122.82,206.62,93.69,26.23,26.52,10.38,127.76,20.2,38.27,15.26,45.06,42.22,6.29,3.64,19.24,12.35,12.82,1420.38,49.62
2024-08-26,143.13,123.52,207.05,94.55,26.23,26.52,10.38,127.76,20.12,38.46,15.19,45.41,42.74,6.27,3.66,19.24,12.35,12.78,1423.1,49.5
2024-08-27,143.13,123.17,206.62,93.74,26.42,26.52,10.5,127.18,20.32,38.42,15.43,45.39,43.2,6.29,3.63,19.52,12.57,12.88,1414.96,49.15
2024-08-28,142.16,122.82,206.5,93.09,26.19,26.31,10.42,127.29,20.1,38.18,15.33,44.97,42.93,6.21,3.59,19.29,12.45,12.69,1401.39,48.42
2024-08-29,137.81,120.35,201.9,90.28,25.2,25.07,9.93,125.61,19.14,37.99,14.7,43.57,42.8,5.98,3.5,18.47,11.94,12.28,1374.26,47.54
2024-08-30,135.88,121.05,197.12,89.31,24.64,24.42,9.53,129.77,18.0,41.67,14.13,46.54,43.96,5.9,3.47,17.58,11.64,11.84,1378.33,47.82
2024-09-02,135.23,122.82,195.77,89.25,25.16,24.69,9.89,128.06,17.87,41.81,14.03,46.79,45.0,5.92,3.39,17.47,11.91,11.86,1371.54,47.14
2024-10-15,165.21,137.64,236.05,104.67,27.36,26.93,10.38,168.56,18.65,60.65,14.79,58.8,56.22,6.71,3.83,19.19,12.2,12.9,1649.11,58.97
2024-10-16,166.66,139.41,242.19,107.97,27.78,27.8,10.59,169.12,19.26,59.56,15.03,58.11,56.55,6.83,3.89,19.52,12.4,13.28,1671.28,61.62
2024-10-17,164.73,137.29,235.99,105.86,27.5,27.56,10.5,168.0,18.98,59.64,14.86,58.34,56.3,6.77,3.85,19.33,12.28,13.05,1656.04,60.55
2024-10-18,163.6,137.99,239.43,106.02,27.5,27.76,10.46,171.29,18.93,62.45,14.93,59.66,57.51,6.77,3.92,19.41,12.28,13.23,1668.51,61.85
2024-11-06,160.38,136.58,236.42,99.15,26.7,27.97,10.06,172.22,18.22,64.75,14.39,58.5,58.79,6.71,3.81,18.68,11.89,12.84,1600.61,61.57
2024-12-13,155.7,148.24,228.7,98.18,27.55,30.01,10.54,160.99,18.5,63.63,15.1,54.07,55.76,7.18,3.91,19.38,12.59,13.49,1601.99,57.46
2024-12-16,155.38,148.61,231.39,98.56,27.83,30.76,10.78,159.13,18.78,63.18,15.43,53.08,54.7,7.2,3.91,19.73,12.79,13.55,1603.38,56.49
2024-12-18,153.77,148.61,236.18,100.61,27.97,31.58,10.76,158.59,19.03,63.34,15.57,53.19,55.08,7.27,3.89,19.97,12.84,13.66,1614.47,56.44
2024-12-19,153.61,147.15,233.11,100.29,27.69,31.26,10.63,158.44,18.96,63.1,15.33,52.72,55.25,7.18,3.87,19.8,12.71,13.37,1606.15,56.07
2024-12-20,154.41,147.15,232.44,100.18,27.5,30.9,10.63,157.63,18.98,63.32,15.43,51.81,54.8,7.14,3.85,19.8,12.79,13.27,1610.31,55.5
2025-02-17,165.53,152.99,255.8,113.32,28.54,32.72,11.3,155.3,19.1,63.2,16.8,51.23,53.24,7.5,3.84,20.88,13.53,12.97,1632.48,59.07
2025-02-18,169.24,154.08,257.82,113.87,28.83,33.29,11.41,153.71,19.31,61.77,17.12,51.34,52.66,7.62,3.85,21.05,13.83,13.23,1636.64,59.56
2025-02-19,168.27,152.26,257.39,113.6,28.73,33.61,11.32,154.13,19.28,62.15,17.02,50.9,52.65,7.6,3.84,20.97,13.76,13.15,1622.78,58.41
2025-03-11,163.12,150.07,266.77,115.22,27.92,33.83,10.98,154.28,18.63,61.23,16.37,48.04,49.92,7.44,3.79,20.28,13.41,13.96,1608.92,57.06
2025-03-12,163.12,149.7,266.96,114.79,27.92,33.4,10.89,153.23,18.45,62.69,16.22,48.07,49.53,7.5,3.79,20.19,13.26,13.92,1642.18,57.53
2025-03-13,164.73,150.43,268.79,115.49,28.02,33.69,10.96,153.2,18.48,62.29,16.25,48.07,49.45,7.54,3.8,20.21,13.26,14.16,1640.8,58.69
2025-03-14,167.95,151.89,276.89,117.71,28.26,33.47,10.98,160.18,18.61,68.52,16.29,51.78,52.33,7.66,3.83,20.26,13.33,14.16,1658.81,60.93
2025-03-31,168.11,142.4,265.42,116.84,28.93,35.15,11.17,154.67,19.33,65.7,16.63,50.49,49.74,7.5,3.89,21.09,13.93,14.04,1560.42,60.98
2025-04-01,166.82,144.23,262.85,115.0,28.93,35.58,11.06,154.64,19.23,65.79,16.42,51.09,49.46,7.42,3.88,20.71,13.73,14.04,1561.81,60.41
2025-04-02,168.6,146.42,261.99,114.95,29.74,35.97,11.15,155.36,19.67,66.48,16.54,50.88,49.47,7.56,3.92,20.95,13.91,14.16,1575.66,60.96
2025-04-03,168.92,145.69,261.5,114.57,30.03,36.33,11.26,154.22,19.9,65.7,16.63,50.63,49.39,7.58,3.95,21.31,14.08,14.26,1571.51,59.89
2025-04-22,172.63,146.42,257.57,113.76,29.6,37.4,11.86,151.49,20.13,62.69,17.26,48.62,48.41,7.58,4.0,21.95,14.25,14.36,1529.93,57.55
2025-04-23,171.98,144.96,257.45,113.32,29.45,37.08,11.82,151.88,20.0,63.11,17.16,48.51,48.31,7.5,3.96,21.79,14.2,14.22,1525.77,57.81
2025-04-25,170.69,144.23,258.0,113.27,29.69,37.29,11.97,153.77,20.19,63.08,17.41,48.39,48.28,7.56,3.99,22.0,14.38,14.22,1525.77,58.43
2025-04-28,173.11,145.32,259.66,114.08,30.17,37.83,12.1,153.41,20.27,61.62,17.6,47.84,48.14,7.72,4.01,22.43,14.51,14.51,1524.39,58.95
2025-05-06,180.04,144.96,253.65,112.13,28.49,36.9,11.6,152.18,19.73,62.0,16.85,47.76,48.68,7.48,3.95,21.62,13.95,14.1,1518.85,56.75
2025-05-07,183.26,147.51,257.64,113.81,28.97,37.25,11.78,153.32,19.92,62.93,17.16,49.14,49.7,7.68,3.99,22.05,14.28,14.28,1528.55,57.34
2025-05-08,187.46,148.24,262.42,116.46,29.17,37.25,11.73,155.66,19.87,63.84,17.16,49.91,50.12,7.68,4.0,22.24,14.23,14.41,1535.48,58.97
2025-05-09,190.2,149.34,266.59,119.55,29.64,38.0,11.88,155.03,20.0,63.16,17.31,49.97,49.79,7.74,4.05,22.57,14.35,14.75,1545.18,59.66
2025-05-12,188.74,148.97,268.55,120.52,29.64,38.0,11.9,157.57,20.24,64.31,17.28,50.46,50.17,7.74,4.05,22.4,14.3,14.71,1546.56,59.8
2025-05-13,194.71,150.8,273.21,121.98,30.12,39.43,12.14,157.15,20.43,63.99,17.45,50.26,50.2,7.84,4.08,22.62,14.41,15.07,1564.58,60.18
2025-05-14,195.84,153.35,274.74,124.04,30.31,39.72,12.16,163.83,20.56,68.15,17.45,54.53,52.87,7.94,4.16,22.6,14.43,15.11,1583.98,62.16
2025-05-15,198.09,151.53,275.42,123.82,30.03,39.4,12.21,162.52,20.45,66.14,17.55,53.44,52.01,7.94,4.12,22.55,14.41,15.05,1578.44,61.9
2025-06-24,214.53,174.9,286.64,135.03,33.14,39.53,12.85,170.13,21.81,74.54,18.42,57.65,54.83,8.43,4.74,23.16,14.51,16.96,1705.37,64.31
2025-06-25,216.95,176.36,291.24,136.21,33.28,39.53,12.98,173.39,22.16,77.33,18.52,59.72,56.13,8.41,4.81,23.33,14.66,17.18,1723.95,66.25
2025-06-26,219.53,178.55,293.57,136.89,33.67,39.82,13.11,172.49,22.13,76.96,18.64,59.1,55.69,8.49,4.87,23.38,14.74,17.3,1773.98,67.59
2025-06-27,218.4,174.53,283.39,133.38,33.14,38.73,12.68,170.63,21.41,74.67,18.11,58.03,54.45,8.23,4.72,22.89,14.23,16.71,1743.96,65.73
2025-06-30,223.72,173.44,281.73,132.14,32.71,38.66,12.68,171.02,21.3,74.63,18.32,58.89,54.49,8.23,4.69,23.06,14.28,16.78,1725.38,64.62
2025-07-01,228.56,177.09,284.8,133.33,33.33,39.06,12.85,171.7,21.57,75.05,18.49,58.74,54.64,8.33,4.81,23.72,14.35,16.98,1758.26,65.73
2025-07-09,228.4,192.42,288.97,141.99,34.72,40.92,13.37,172.31,21.89,75.57,18.95,58.25,53.1,8.79,5.23,23.99,14.68,17.69,1835.45,66.36
2025-07-10,228.88,202.65,295.77,141.2,34.87,40.74,13.61,176.1,21.86,76.03,19.51,59.06,53.51,8.81,5.24,24.11,14.79,17.6,1884.05,68.06
2025-07-11,222.43,197.17,291.93,138.42,34.23,39.75,13.63,177.89,21.44,78.45,19.34,60.38,53.91,8.61,5.09,23.82,14.46,17.13,1845.45,66.65
2025-07-14,227.43,198.35,291.49,139.78,34.57,40.12,13.76,177.46,21.68,79.19,19.32,60.13,53.51,8.71,5.16,23.87,14.61,17.46,1855.46,66.32
2025-07-15,224.53,197.24,289.25,138.31,34.38,39.79,13.65,176.01,21.52,79.18,19.22,59.54,53.4,8.63,5.06,23.7,14.48,17.33,1819.72,65.92
2025-07-16,223.86,197.24,288.54,137.63,33.88,39.71,13.57,175.18,21.36,77.57,19.22,59.32,53.14,8.55,5.01,23.75,14.51,17.23,1806.86,65.33
2025-07-17,223.2,199.83,287.84,137.52,33.69,39.53,13.49,175.12,21.28,78.0,19.1,59.27,53.31,8.47,4.98,23.6,14.41,17.05,1799.71,65.13
2025-07-18,223.53,200.94,288.16,138.25,33.79,40.19,13.69,175.92,21.44,78.84,19.15,59.95,53.82,8.53,4.98,23.6,14.46,17.03,1815.44,65.84
2025-07-22,219.71,194.29,287.46,135.03,32.95,39.06,13.42,174.78,21.09,79.41,18.73,58.49,53.93,8.41,4.81,23.04,14.18,16.93,1785.42,67.09
2025-07-23,221.37,193.18,288.61,134.69,33.0,38.95,13.75,178.79,21.2,81.58,18.85,60.04,54.92,8.41,4.84,23.21,14.3,16.99,1791.13,67.26
2025-07-24,216.89,188.38,287.07,132.02,32.5,38.04,13.64,180.76,20.83,81.21,18.61,60.43,55.48,8.36,4.79,22.91,14.13,16.59,1765.4,66.48
2025-07-25,217.05,186.53,286.75,131.18,32.31,37.89,13.6,179.03,20.61,81.38,18.46,60.59,55.52,8.26,4.76,22.84,14.05,16.39,1765.4,70.63
